# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
250.953,428.534,-5.642,-0.008,5.642,0.157,-221.457,0.175,221.457,179.955,2.175,0.157,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.377e6,0,228.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.84e-4,NaN,NaN,NaN,NaN,2.187,12.196,962.659,338.69,0.5,0.293
251.453,425.715,-5.635,0.014,5.635,0.367,-222.498,0.175,222.498,179.955,1.992,0.366,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.376e6,0,228.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.89e-4,NaN,NaN,NaN,NaN,1.964,12.215,962.99,338.701,0.5,0.293
251.953,422.895,-5.642,-0.014,5.642,0.072,-223.485,0.175,223.485,179.955,1.956,0.071,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.378e6,0,228.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.778e-4,NaN,NaN,NaN,NaN,1.951,12.233,963.321,338.712,0.5,0.293
252.453,420.076,-5.634,0.016,5.634,0.265,-224.43,0.175,224.43,179.955,1.824,0.265,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.376e6,0,228.801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.767e-4,NaN,NaN,NaN,NaN,1.804,12.251,963.651,338.723,0.5,0.293
252.953,417.257,-5.64,-0.013,5.64,0.08,-225.352,0.175,225.352,179.956,1.863,0.079,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.378e6,0,228.048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.688e-4,NaN,NaN,NaN,NaN,1.869,12.27,963.982,338.734,0.5,0.293
253.453,414.439,-5.634,0.012,5.634,0.113,-226.269,0.175,226.269,179.956,1.807,0.112,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.377e6,0,228.638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.716e-4,NaN,NaN,NaN,NaN,1.799,12.288,964.313,338.745,0.5,0.293
253.953,411.621,-5.636,-0.003,5.636,0.264,-227.206,0.175,227.206,179.956,1.939,0.264,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.377e6,0,228.339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.68e-4,NaN,NaN,NaN,NaN,1.96,12.306,964.643,338.756,0.5,0.293
254.453,408.804,-5.634,0.005,5.634,0.247,-228.145,0.175,228.145,179.956,1.816,0.247,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.377e6,0,228.519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.75e-4,NaN,NaN,NaN,NaN,1.797,12.324,964.974,338.768,0.5,0.294
254.953,405.987,-5.636,-0.004,5.636,0.029,-229.049,0.175,229.049,179.956,1.801,0.029,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.378e6,0,228.247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.684e-4,NaN,NaN,NaN,NaN,1.799,12.343,965.304,338.779,0.5,0.294
255.453,403.171,-5.626,0.02,5.626,0.534,-230.016,0.175,230.016,179.956,2.068,0.533,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.376e6,0,229.142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.679e-4,NaN,NaN,NaN,NaN,2.108,12.361,965.635,338.79,0.5,0.294
255.953,400.355,-5.639,-0.026,5.639,0.095,-231.039,0.175,231.039,179.957,2.022,0.091,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,227.737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.808e-4,NaN,NaN,NaN,NaN,2.016,12.379,965.965,338.801,0.5,0.294
256.453,397.539,-5.627,0.023,5.627,0.144,-232.032,0.175,232.032,179.957,1.951,0.143,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.377e6,0,228.886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.798e-4,NaN,NaN,NaN,NaN,1.941,12.398,966.295,338.812,0.5,0.294
256.953,394.723,-5.635,-0.015,5.635,0.025,-233.01,0.175,233.01,179.957,1.961,0.02,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,227.988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.746e-4,NaN,NaN,NaN,NaN,1.963,12.416,966.625,338.823,0.5,0.294
257.453,391.909,-5.622,0.026,5.622,0.496,-234.052,0.175,234.052,179.957,2.209,0.496,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.376e6,0,229.242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.761e-4,NaN,NaN,NaN,NaN,2.246,12.434,966.956,338.834,0.5,0.294
257.953,389.095,-5.636,-0.028,5.636,0.145,-235.139,0.175,235.139,179.957,2.138,0.142,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.38e6,0,227.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.885e-4,NaN,NaN,NaN,NaN,2.127,12.453,967.286,338.845,0.5,0.294
258.453,386.28,-5.622,0.028,5.622,0.33,-236.167,0.175,236.167,179.958,1.973,0.329,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.377e6,0,229.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.86e-4,NaN,NaN,NaN,NaN,1.949,12.471,967.616,338.856,0.5,0.294
258.953,383.469,-5.625,-0.006,5.625,0.58,-237.081,0.174,237.081,179.958,1.684,0.58,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.378e6,0,228.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.752e-4,NaN,NaN,NaN,NaN,1.641,12.489,967.946,338.867,0.5,0.294
259.453,380.655,-5.63,-0.01,5.63,0.013,-237.922,0.174,237.922,179.958,1.679,0.008,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,228.112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.609e-4,NaN,NaN,NaN,NaN,1.679,12.507,968.276,338.878,0.5,0.294
259.953,377.843,-5.62,0.019,5.62,0.431,-238.707,0.174,238.708,179.958,1.464,0.43,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.377e6,0,229.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.613e-4,NaN,NaN,NaN,NaN,1.433,12.526,968.606,338.889,0.5,0.294
260.453,375.031,-5.628,-0.015,5.628,0.341,-239.482,0.174,239.482,179.958,1.634,0.34,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,228.127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.506e-4,NaN,NaN,NaN,NaN,1.66,12.544,968.935,338.901,0.5,0.294
260.953,372.221,-5.612,0.032,5.612,0.688,-240.385,0.174,240.385,179.958,1.978,0.687,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.376e6,0,229.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.589e-4,NaN,NaN,NaN,NaN,2.029,12.562,969.265,338.912,0.5,0.294
261.414,369.63,-5.629,-0.037,5.629,0.397,-241.255,0.174,241.255,179.959,1.796,0.395,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.38e6,0,227.663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.742e-4,NaN,NaN,NaN,NaN,1.751,12.581,969.595,338.923,0.461,0.294
261.914,366.819,-5.619,0.02,5.619,0.26,-242.185,0.174,242.185,179.959,1.925,0.259,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.378e6,0,228.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.668e-4,NaN,NaN,NaN,NaN,1.945,12.597,969.899,338.933,0.5,0.294
262.414,364.008,-5.624,-0.011,5.624,0.31,-243.187,0.174,243.187,179.959,2.08,0.31,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.38e6,0,228.202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.722e-4,NaN,NaN,NaN,NaN,2.104,12.616,970.228,338.944,0.5,0.294
262.914,361.197,-5.619,0.009,5.619,0.27,-244.193,0.174,244.193,179.959,1.945,0.27,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,228.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.814e-4,NaN,NaN,NaN,NaN,1.926,12.634,970.558,338.955,0.5,0.294
263.414,358.387,-5.62,-0.002,5.62,0.354,-245.21,0.174,245.21,179.959,2.122,0.354,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,228.452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.734e-4,NaN,NaN,NaN,NaN,2.149,12.652,970.888,338.966,0.5,0.294
263.914,355.578,-5.616,0.008,5.616,0.457,-246.214,0.174,246.214,179.959,1.894,0.457,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,228.775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.833e-4,NaN,NaN,NaN,NaN,1.861,12.67,971.217,338.977,0.5,0.295
264.414,352.768,-5.623,-0.014,5.623,0.078,-247.171,0.174,247.171,179.96,1.932,0.077,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.381e6,0,228.028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.703e-4,NaN,NaN,NaN,NaN,1.938,12.689,971.547,338.988,0.5,0.295
264.914,349.959,-5.617,0.013,5.617,0.041,-248.132,0.174,248.132,179.96,1.913,0.039,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,228.635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.731e-4,NaN,NaN,NaN,NaN,1.911,12.707,971.876,338.999,0.5,0.295
265.414,347.151,-5.615,0.004,5.615,0.454,-249.145,0.174,249.145,179.96,2.14,0.454,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,228.675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.713e-4,NaN,NaN,NaN,NaN,2.174,12.725,972.206,339.01,0.5,0.295
265.914,344.342,-5.62,-0.011,5.62,0.012,-250.216,0.174,250.216,179.96,2.142,0.004,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.381e6,0,228.091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.837e-4,NaN,NaN,NaN,NaN,2.143,12.744,972.535,339.021,0.5,0.295
266.414,341.534,-5.611,0.019,5.611,0.404,-251.237,0.174,251.237,179.96,1.941,0.403,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,228.972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.845e-4,NaN,NaN,NaN,NaN,1.912,12.762,972.864,339.033,0.5,0.295
266.914,338.728,-5.615,-0.009,5.615,0.459,-252.15,0.174,252.15,179.96,1.711,0.459,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.38e6,0,228.383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.721e-4,NaN,NaN,NaN,NaN,1.678,12.78,973.194,339.044,0.5,0.295
267.414,335.92,-5.615,-9.4e-4,5.615,0.1,-253.018,0.174,253.018,179.961,1.761,0.1,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.381e6,0,228.331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.61e-4,NaN,NaN,NaN,NaN,1.769,12.798,973.523,339.055,0.5,0.295
267.914,333.114,-5.612,0.008,5.612,0.309,-253.937,0.174,253.937,179.961,1.916,0.309,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.38e6,0,228.636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.635e-4,NaN,NaN,NaN,NaN,1.939,12.817,973.852,339.066,0.5,0.295
268.414,330.307,-5.615,-0.006,5.615,0.191,-254.919,0.174,254.919,179.961,2.011,0.19,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.381e6,0,228.243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.709e-4,NaN,NaN,NaN,NaN,2.025,12.835,974.181,339.077,0.5,0.295
268.914,327.501,-5.611,0.007,5.611,0.193,-255.9,0.174,255.9,179.961,1.914,0.193,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.381e6,0,228.554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.764e-4,NaN,NaN,NaN,NaN,1.901,12.853,974.511,339.088,0.5,0.295
269.414,324.697,-5.602,0.018,5.602,0.66,-256.94,0.174,256.94,179.961,2.244,0.66,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,229.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.707e-4,NaN,NaN,NaN,NaN,2.292,12.871,974.84,339.099,0.5,0.295
269.876,322.108,-5.613,-0.023,5.613,0.423,-257.931,0.174,257.931,179.961,2.049,0.422,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.382e6,0,228.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.884e-4,NaN,NaN,NaN,NaN,2.003,12.889,975.168,339.11,0.462,0.295
270.376,319.304,-5.604,0.018,5.604,0.459,-258.898,0.174,258.898,179.962,1.82,0.458,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.38e6,0,229.018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.783e-4,NaN,NaN,NaN,NaN,1.787,12.906,975.472,339.12,0.5,0.295
270.876,316.499,-5.615,-0.022,5.615,0.04,-259.804,0.174,259.804,179.962,1.803,0.034,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.383e6,0,227.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.65e-4,NaN,NaN,NaN,NaN,1.801,12.925,975.801,339.131,0.5,0.295
271.376,313.699,-5.587,0.055,5.587,0.851,-260.812,0.174,260.812,179.962,2.228,0.849,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.376e6,0,230.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.655e-4,NaN,NaN,NaN,NaN,2.288,12.943,976.13,339.142,0.5,0.296
271.876,310.896,-5.625,-0.075,5.625,0.078,-261.929,0.173,261.929,179.962,2.239,0.022,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.016,1.386e6,0,226.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.857e-4,NaN,NaN,NaN,NaN,2.241,12.961,976.458,339.153,0.5,0.296
272.376,308.091,-5.595,0.059,5.595,0.145,-263.032,0.173,263.032,179.962,2.173,0.132,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,229.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.907e-4,NaN,NaN,NaN,NaN,2.164,12.979,976.787,339.164,0.5,0.296
272.876,305.288,-5.616,-0.042,5.616,0.043,-264.118,0.173,264.118,179.962,2.172,0.002,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.016,1.384e6,0,227.352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.833e-4,NaN,NaN,NaN,NaN,2.172,12.997,977.116,339.175,0.5,0.296
273.376,302.485,-5.597,0.038,5.597,0.257,-265.172,0.173,265.172,179.963,2.045,0.254,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.38e6,0,229.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.857e-4,NaN,NaN,NaN,NaN,2.027,13.016,977.445,339.186,0.5,0.296
273.876,299.684,-5.608,-0.021,5.608,0.392,-266.243,0.173,266.243,179.963,2.24,0.391,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.383e6,0,228.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.762e-4,NaN,NaN,NaN,NaN,2.269,13.034,977.774,339.197,0.5,0.296
274.376,296.881,-5.603,0.01,5.603,0.042,-267.358,0.173,267.359,179.963,2.22,0.041,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.382e6,0,228.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.888e-4,NaN,NaN,NaN,NaN,2.217,13.052,978.102,339.208,0.5,0.296
274.876,294.08,-5.6,0.005,5.6,0.448,-268.412,0.173,268.413,179.963,1.996,0.448,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.382e6,0,228.697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.87e-4,NaN,NaN,NaN,NaN,1.964,13.07,978.431,339.219,0.5,0.296
275.376,291.279,-5.606,-0.011,5.606,0.045,-269.405,0.173,269.405,179.963,1.974,0.044,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.383e6,0,228.085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.738e-4,NaN,NaN,NaN,NaN,1.971,13.088,978.759,339.231,0.5,0.296
275.876,288.478,-5.598,0.015,5.598,0.277,-270.426,0.173,270.427,179.963,2.112,0.276,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.382e6,0,228.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.733e-4,NaN,NaN,NaN,NaN,2.132,13.107,979.088,339.242,0.5,0.296
276.376,285.678,-5.604,-0.011,5.604,0.176,-271.505,0.173,271.505,179.963,2.2,0.176,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.383e6,0,228.131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.801e-4,NaN,NaN,NaN,NaN,2.213,13.125,979.416,339.253,0.5,0.296
276.876,282.877,-5.598,0.012,5.598,0.239,-272.634,0.173,272.634,179.964,2.319,0.238,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.382e6,0,228.692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.859e-4,NaN,NaN,NaN,NaN,2.337,13.143,979.745,339.264,0.5,0.296
277.376,280.077,-5.602,-0.009,5.602,0.047,-273.8,0.173,273.8,179.964,2.342,0.046,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.016,1.384e6,0,228.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.925e-4,NaN,NaN,NaN,NaN,2.346,13.161,980.073,339.275,0.5,0.296
277.845,277.456,-5.573,0.061,5.574,1.019,-274.787,0.173,274.787,179.964,1.865,1.017,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.377e6,0,230.996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.945e-4,NaN,NaN,NaN,NaN,1.764,13.179,980.402,339.286,0.469,0.297
278.234,275.281,-5.607,-0.087,5.607,0.199,-275.526,0.173,275.526,179.964,1.935,0.179,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.016,1.385e6,0,226.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.637e-4,NaN,NaN,NaN,NaN,1.968,13.197,980.709,339.296,0.389,0.297
278.734,272.484,-5.581,0.053,5.581,0.651,-276.575,0.173,276.575,179.964,2.259,0.649,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.379e6,0,230.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.714e-4,NaN,NaN,NaN,NaN,2.305,13.211,980.964,339.305,0.5,0.297
279.234,269.687,-5.609,-0.056,5.609,0.235,-277.676,0.173,277.676,179.964,2.145,0.229,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.016,1.386e6,0,227.108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.868e-4,NaN,NaN,NaN,NaN,2.129,13.229,981.292,339.316,0.5,0.297
279.734,266.889,-5.585,0.047,5.585,0.339,-278.706,0.173,278.706,179.964,1.977,0.336,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.017,1.381e6,0,229.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.833e-4,NaN,NaN,NaN,NaN,1.954,13.247,981.62,339.327,0.5,0.297
280.234,264.092,-5.603,-0.037,5.603,0.173,-279.716,0.173,279.716,179.965,2.062,0.169,28.61,-80.603,9.791,NaN,NaN,NaN,NaN,2.332e4,5606,NaN,NaN,NaN,NaN,NaN,0.016,1.386e6,0,227.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.71e-4,NaN,NaN,NaN,NaN,2.074,13.265,981.948,339.338,0.5,0.297
