# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
11.625,3631.361,237.665,-22.209,237.782,22.221,102.129,0.041,102.129,0.023,7.474,0.735,28.61,-80.599,9.781,0.063,-1.517e-5,0.167,-0.004,2.332e4,5606,20.3,0.092,272.347,217.055,3.554,0.729,4.465e7,0,290.231,0.634,0.634,0.394,0.159,0.081,0.012,0.042,4.479e-4,0,0,0,0,1.988e-6,0.03,15.558,190.094,87.82,0.038,1.834,-8.604,646.807,326.085,0.05,0.108
11.675,3643.216,236.558,-22.072,236.675,22.082,102.502,0.042,102.502,0.023,7.439,0.675,28.61,-80.599,9.781,0.047,-1.542e-5,0.514,-0.004,2.332e4,5606,20.3,0.092,272.362,217.055,3.555,0.726,4.44e7,0,286.979,0.633,0.633,0.394,0.159,0.08,0.009,0.032,4.84e-4,0,0,0,0,1.907e-5,0.03,15.558,190.094,87.802,0.043,1.834,-8.681,645.829,326.038,0.05,0.108
11.725,3655.017,235.458,-21.938,235.574,21.945,102.873,0.042,102.873,0.023,7.408,0.576,28.61,-80.599,9.781,0.02,-1.425e-5,0.766,-0.013,2.332e4,5606,20.3,0.092,272.407,217.055,3.558,0.723,4.415e7,0,283.772,0.633,0.633,0.394,0.158,0.08,0.004,0.013,4.491e-4,0,0,0,0,4.275e-5,0.03,15.558,190.094,87.768,0.048,1.849,-8.758,644.855,325.992,0.05,0.109
11.775,3666.762,234.364,-21.809,234.48,21.813,103.243,0.042,103.243,0.023,7.383,0.376,28.61,-80.599,9.781,0.037,-1.478e-5,-0.77,-0.006,2.332e4,5606,20.3,0.092,272.342,217.055,3.554,0.72,4.39e7,0,280.599,0.632,0.632,0.394,0.158,0.08,0.007,0.024,-4.947e-4,0,0,0,0,-4.362e-5,0.03,15.558,190.094,87.728,0.051,1.761,-8.834,643.887,325.946,0.05,0.11
11.825,3678.453,233.277,-21.681,233.393,21.682,103.611,0.043,103.611,0.024,7.369,0.229,28.61,-80.599,9.781,0.079,-1.592e-5,-0.298,0.001,2.332e4,5606,20.3,0.092,272.135,217.055,3.54,0.716,4.365e7,0,277.472,0.632,0.632,0.395,0.158,0.08,0.015,0.052,2.611e-4,0,0,0,0,-6.594e-6,0.03,15.558,190.094,87.7,0.053,1.669,-8.91,642.923,325.899,0.05,0.11
11.875,3690.09,232.196,-21.549,232.313,21.55,103.98,0.043,103.98,0.024,7.359,0.219,28.61,-80.599,9.781,0.081,-1.446e-5,0.186,-0.005,2.332e4,5606,20.3,0.092,272.085,217.055,3.537,0.713,4.341e7,0,274.39,0.632,0.632,0.395,0.157,0.079,0.015,0.054,-1.849e-4,0,0,0,0,2.579e-6,0.03,15.558,190.094,87.697,0.051,1.647,-8.986,641.963,325.854,0.05,0.111
11.925,3701.673,231.122,-21.416,231.239,21.418,104.347,0.043,104.347,0.024,7.347,0.265,28.61,-80.599,9.781,0.066,-1.628e-5,0.65,-0.005,2.332e4,5606,20.3,0.092,272.104,217.055,3.538,0.71,4.316e7,0,271.342,0.631,0.631,0.395,0.157,0.079,0.012,0.044,1.779e-4,0,0,0,0,3.194e-5,0.03,15.558,190.094,87.72,0.046,1.592,-9.061,641.007,325.808,0.05,0.111
11.975,3713.202,230.054,-21.279,230.171,21.285,104.714,0.044,104.714,0.024,7.33,0.484,28.61,-80.599,9.781,0.001,-1.625e-5,-0.986,-0.009,2.332e4,5606,20.3,0.092,272.329,217.055,3.553,0.707,4.292e7,0,268.346,0.631,0.631,0.395,0.157,0.079,2.555e-4,7.235e-4,7.699e-5,0,0,0,0,-7.413e-5,0.029,15.558,190.094,87.762,0.041,1.667,-9.136,640.057,325.763,0.05,0.112
12.025,3724.678,228.994,-21.143,229.11,21.156,105.08,0.044,105.08,0.024,7.298,0.725,28.61,-80.599,9.781,0.076,-1.657e-5,-0.616,0.004,2.332e4,5606,20.3,0.092,271.989,217.055,3.531,0.704,4.268e7,0,265.403,0.63,0.63,0.395,0.156,0.079,0.014,0.051,3.971e-4,0,0,0,0,-2.924e-5,0.029,15.558,190.094,87.804,0.038,1.801,-9.21,639.11,325.717,0.05,0.113
12.075,3736.102,227.94,-21.014,228.056,21.031,105.444,0.044,105.444,0.024,7.258,0.849,28.61,-80.599,9.781,0.116,-1.454e-5,-0.068,7.117e-4,2.332e4,5606,20.3,0.092,271.8,217.055,3.519,0.7,4.245e7,0,262.494,0.63,0.63,0.396,0.156,0.078,0.022,0.077,-2.385e-4,0,0,0,0,-3.614e-7,0.029,15.558,190.094,87.822,0.037,1.879,-9.285,638.168,325.672,0.05,0.114
12.125,3747.472,226.892,-20.888,227.007,20.908,105.806,0.045,105.806,0.024,7.214,0.92,28.61,-80.599,9.781,0.139,-1.369e-5,0.695,-2.805e-4,2.332e4,5606,20.3,0.092,271.677,217.055,3.511,0.697,4.221e7,0,259.63,0.629,0.629,0.396,0.156,0.078,0.026,0.092,6.996e-6,0,0,0,0,3.782e-5,0.029,15.558,190.094,87.806,0.038,2.036,-9.359,637.23,325.628,0.05,0.114
12.175,3758.791,225.851,-20.769,225.965,20.786,106.165,0.045,106.165,0.024,7.168,0.839,28.61,-80.599,9.781,0.115,-1.708e-5,1.54,-0.006,2.332e4,5606,20.3,0.092,271.736,217.055,3.515,0.694,4.198e7,0,256.789,0.629,0.629,0.396,0.155,0.078,0.022,0.075,-4.431e-4,0,0,0,0,1.876e-4,0.029,15.558,190.094,87.749,0.041,2.167,-9.432,636.296,325.583,0.05,0.115
12.225,3770.058,224.815,-20.659,224.929,20.666,106.523,0.045,106.523,0.024,7.133,0.539,28.61,-80.599,9.781,0.02,-1.217e-5,1.99,-0.014,2.332e4,5606,20.3,0.092,272.049,217.055,3.535,0.691,4.174e7,0,253.965,0.629,0.629,0.396,0.155,0.078,0.004,0.013,-5.395e-5,0,0,0,0,3.161e-4,0.029,15.558,190.094,87.658,0.044,2.137,-9.505,635.367,325.539,0.05,0.116
12.275,3781.273,223.785,-20.552,223.898,20.554,106.879,0.046,106.879,0.024,7.115,0.251,28.61,-80.599,9.781,0.073,-1.442e-5,-1.728,-0.003,2.332e4,5606,20.3,0.092,271.829,217.055,3.521,0.688,4.151e7,0,251.191,0.628,0.628,0.396,0.155,0.077,0.014,0.048,1.978e-6,0,0,0,0,-2.407e-4,0.029,15.558,190.094,87.562,0.047,2.115,-9.578,634.442,325.494,0.05,0.116
12.325,3792.436,222.76,-20.444,222.874,20.444,107.234,0.046,107.234,0.025,7.107,0.064,28.61,-80.599,9.781,0.135,-1.727e-5,-1.184,3.46e-4,2.332e4,5606,20.3,0.092,271.558,217.055,3.503,0.685,4.128e7,0,248.463,0.628,0.628,0.396,0.154,0.077,0.025,0.09,4.35e-4,0,0,0,0,-1.14e-4,0.029,15.558,190.094,87.487,0.049,2.137,-9.651,633.522,325.45,0.05,0.117
12.375,3803.549,221.741,-20.334,221.855,20.334,107.59,0.046,107.59,0.025,7.107,0.063,28.61,-80.599,9.781,0.177,-1.655e-5,-0.284,-0.001,2.332e4,5606,20.3,0.092,271.367,217.055,3.491,0.682,4.105e7,0,245.761,0.627,0.628,0.397,0.154,0.077,0.033,0.117,-1.572e-4,0,0,0,0,-6.63e-6,0.028,15.558,190.094,87.451,0.047,2.072,-9.723,632.605,325.407,0.05,0.118
12.425,3814.61,220.727,-20.217,220.841,20.217,107.945,0.047,107.945,0.025,7.111,0.024,28.61,-80.599,9.78,0.164,-1.425e-5,0.75,-0.002,2.332e4,5606,20.3,0.092,271.381,217.055,3.492,0.679,4.083e7,0,243.082,0.627,0.627,0.397,0.154,0.077,0.031,0.107,3.819e-4,0,0,0,0,4.659e-5,0.028,15.558,190.094,87.464,0.044,2.029,-9.795,631.693,325.363,0.05,0.119
12.475,3825.622,219.719,-20.093,219.834,20.094,108.301,0.047,108.301,0.025,7.107,0.203,28.61,-80.599,9.78,0.088,-1.292e-5,1.477,-0.005,2.332e4,5606,20.3,0.092,271.632,217.055,3.508,0.676,4.06e7,0,240.433,0.627,0.627,0.397,0.153,0.077,0.017,0.058,-3.891e-4,0,0,0,0,1.824e-4,0.028,15.558,190.094,87.522,0.04,2.067,-9.867,630.784,325.32,0.05,0.119
12.525,3836.582,218.718,-19.969,218.833,19.975,108.656,0.047,108.656,0.025,7.09,0.476,28.61,-80.599,9.78,0.007,-1.812e-5,-1.665,-0.055,2.332e4,5606,20.3,0.092,271.962,217.055,3.529,0.673,4.038e7,0,237.826,0.626,0.626,0.397,0.153,0.076,0.001,0.005,2.591e-4,0,0,0,0,-2.339e-4,0.028,15.558,190.094,87.604,0.037,2.098,-9.938,629.88,325.277,0.05,0.12
12.575,3847.493,217.722,-19.85,217.837,19.862,109.009,0.048,109.009,0.025,7.06,0.686,28.61,-80.599,9.78,0.083,-1.299e-5,-1.412,-0.008,2.332e4,5606,20.3,0.092,271.598,217.055,3.506,0.67,4.016e7,0,235.256,0.626,0.626,0.397,0.153,0.076,0.016,0.055,-7.566e-5,0,0,0,0,-1.696e-4,0.028,15.558,190.094,87.683,0.035,2.071,-10.009,628.981,325.234,0.05,0.12
12.625,3858.355,216.733,-19.736,216.846,19.754,109.361,0.048,109.361,0.025,7.022,0.85,28.61,-80.599,9.78,0.143,-1.839e-5,-0.832,-1.321e-4,2.332e4,5606,20.3,0.092,271.336,217.055,3.489,0.667,3.994e7,0,232.726,0.626,0.626,0.397,0.152,0.076,0.027,0.093,-4.614e-5,0,0,0,0,-5.945e-5,0.028,15.558,190.094,87.74,0.036,2.077,-10.079,628.085,325.191,0.05,0.121
12.675,3869.167,215.749,-19.628,215.861,19.646,109.711,0.048,109.711,0.025,6.977,0.857,28.61,-80.599,9.78,0.149,-1.604e-5,0.052,-0.005,2.332e4,5606,20.3,0.092,271.28,217.055,3.485,0.664,3.972e7,0,230.214,0.625,0.625,0.398,0.152,0.076,0.028,0.098,1.235e-5,0,0,0,0,2.312e-7,0.028,15.558,190.094,87.76,0.04,2.034,-10.15,627.193,325.148,0.05,0.122
12.725,3879.93,214.77,-19.526,214.882,19.539,110.059,0.049,110.059,0.025,6.938,0.701,28.61,-80.599,9.78,0.098,-1.504e-5,0.682,-0.002,2.332e4,5606,20.3,0.092,271.439,217.055,3.496,0.661,3.95e7,0,227.715,0.625,0.625,0.398,0.152,0.075,0.018,0.064,9.098e-5,0,0,0,0,4.074e-5,0.028,15.558,190.094,87.74,0.045,1.906,-10.22,626.305,325.106,0.05,0.122
12.775,3890.644,213.796,-19.426,213.907,19.434,110.405,0.049,110.405,0.025,6.907,0.576,28.61,-80.599,9.78,0.055,-1.447e-5,1.017,-0.007,2.332e4,5606,20.3,0.092,271.565,217.055,3.504,0.658,3.928e7,0,225.263,0.624,0.624,0.398,0.151,0.075,0.01,0.036,-3.865e-5,0,0,0,0,9.134e-5,0.027,15.558,190.094,87.695,0.051,1.901,-10.289,625.422,325.064,0.05,0.123
12.825,3901.309,212.827,-19.327,212.938,19.332,110.75,0.049,110.75,0.026,6.881,0.452,28.61,-80.599,9.78,0.011,-1.546e-5,1.26,-0.052,2.332e4,5606,20.3,0.092,271.655,217.055,3.51,0.655,3.907e7,0,222.847,0.624,0.624,0.398,0.151,0.075,0.002,0.007,3.281e-4,0,0,0,0,1.414e-4,0.027,15.558,190.094,87.636,0.055,1.944,-10.359,624.542,325.022,0.05,0.123
12.875,3911.927,211.863,-19.232,211.974,19.234,111.093,0.05,111.093,0.026,6.862,0.283,28.61,-80.599,9.78,0.051,-1.525e-5,-1.149,-0.011,2.332e4,5606,20.3,0.092,271.547,217.055,3.503,0.652,3.886e7,0,220.458,0.624,0.624,0.398,0.151,0.075,0.009,0.033,1.845e-4,0,0,0,0,-1.187e-4,0.027,15.558,190.094,87.575,0.057,1.918,-10.428,623.666,324.98,0.05,0.124
12.925,3922.496,210.904,-19.136,211.015,19.137,111.436,0.05,111.436,0.026,6.852,0.152,28.61,-80.599,9.78,0.099,-1.776e-5,-0.757,-0.002,2.332e4,5606,20.3,0.092,271.327,217.055,3.489,0.65,3.864e7,0,218.101,0.623,0.623,0.398,0.15,0.075,0.019,0.065,1.241e-4,0,0,0,0,-5.196e-5,0.027,15.558,190.094,87.526,0.057,1.889,-10.496,622.795,324.938,0.05,0.124
12.975,3933.017,209.95,-19.035,210.061,19.036,111.779,0.05,111.779,0.026,6.845,0.197,28.61,-80.599,9.78,0.084,-1.594e-5,-0.2,-0.005,2.332e4,5606,20.3,0.092,271.357,217.055,3.49,0.647,3.843e7,0,215.779,0.623,0.623,0.399,0.15,0.074,0.016,0.055,-3.865e-4,0,0,0,0,-3.657e-6,0.027,15.558,190.094,87.502,0.055,2.001,-10.565,621.927,324.897,0.05,0.125
13.025,3943.491,209,-18.934,209.112,18.936,112.121,0.051,112.121,0.026,6.832,0.233,28.61,-80.599,9.78,0.071,-1.643e-5,0.016,-0.002,2.332e4,5606,20.3,0.092,271.376,217.055,3.492,0.644,3.823e7,0,213.478,0.623,0.623,0.399,0.15,0.074,0.013,0.046,4.793e-4,0,0,0,0,2.406e-8,0.027,15.558,190.094,87.499,0.051,2.045,-10.633,621.063,324.855,0.05,0.126
13.075,3953.917,208.056,-18.836,208.168,18.838,112.462,0.051,112.462,0.026,6.822,0.24,28.61,-80.599,9.78,0.066,-1.642e-5,0.465,-0.003,2.332e4,5606,20.3,0.092,271.361,217.055,3.491,0.641,3.802e7,0,211.196,0.622,0.622,0.399,0.15,0.074,0.012,0.043,1.133e-4,0,0,0,0,2.02e-5,0.027,15.558,190.094,87.512,0.046,1.974,-10.7,620.203,324.814,0.05,0.126
13.125,3964.296,207.117,-18.736,207.229,18.739,112.803,0.051,112.803,0.026,6.808,0.314,28.61,-80.599,9.78,0.036,-1.725e-5,0.674,-0.008,2.332e4,5606,20.3,0.092,271.442,217.055,3.496,0.638,3.781e7,0,208.944,0.622,0.622,0.399,0.149,0.074,0.007,0.023,1.497e-4,0,0,0,0,4.279e-5,0.027,15.558,190.094,87.541,0.042,1.959,-10.768,619.347,324.774,0.05,0.127
13.175,3974.629,206.183,-18.635,206.294,18.64,113.143,0.052,113.143,0.026,6.789,0.45,28.61,-80.599,9.78,0.018,-1.79e-5,-0.78,-0.008,2.332e4,5606,20.3,0.092,271.514,217.055,3.501,0.636,3.761e7,0,206.726,0.622,0.622,0.399,0.149,0.074,0.003,0.013,-3.808e-4,0,0,0,0,-5.778e-5,0.026,15.558,190.094,87.579,0.038,1.997,-10.835,618.495,324.733,0.05,0.127
13.225,3984.915,205.253,-18.537,205.365,18.545,113.482,0.052,113.482,0.026,6.763,0.542,28.61,-80.599,9.78,0.057,-1.725e-5,-0.499,-1.874e-4,2.332e4,5606,20.3,0.092,271.328,217.055,3.489,0.633,3.74e7,0,204.534,0.621,0.621,0.399,0.149,0.073,0.011,0.037,-1.678e-4,0,0,0,0,-2.382e-5,0.026,15.558,190.094,87.612,0.036,2.009,-10.902,617.646,324.692,0.05,0.128
13.275,3995.154,204.329,-18.444,204.44,18.452,113.819,0.053,113.819,0.026,6.736,0.532,28.61,-80.599,9.78,0.056,-1.703e-5,-0.267,-2.498e-4,2.332e4,5606,20.3,0.092,271.306,217.055,3.487,0.63,3.72e7,0,202.356,0.621,0.621,0.399,0.148,0.073,0.011,0.037,4.968e-4,0,0,0,0,-6.907e-6,0.026,15.558,190.094,87.631,0.035,1.919,-10.969,616.802,324.652,0.05,0.128
13.325,4005.348,203.409,-18.352,203.52,18.36,114.155,0.053,114.155,0.027,6.71,0.53,28.61,-80.599,9.78,0.058,-1.64e-5,-0.024,-0.004,2.332e4,5606,20.3,0.092,271.271,217.055,3.485,0.627,3.7e7,0,200.217,0.621,0.621,0.4,0.148,0.073,0.011,0.038,-1.761e-4,0,0,0,0,-5.478e-8,0.026,15.558,190.094,87.638,0.036,1.888,-11.035,615.984,324.612,0.05,0.129
13.375,4015.495,202.494,-18.264,202.604,18.27,114.49,0.053,114.49,0.027,6.684,0.466,28.61,-80.599,9.78,0.035,-1.606e-5,0.259,2.334e-4,2.332e4,5606,20.3,0.092,271.332,217.055,3.489,0.624,3.68e7,0,198.105,0.62,0.62,0.4,0.148,0.073,0.007,0.023,-3.753e-4,0,0,0,0,6.589e-6,0.026,15.558,190.094,87.631,0.04,1.818,-11.101,615.19,324.572,0.05,0.13
13.425,4025.597,201.582,-18.18,201.693,18.183,114.824,0.054,114.824,0.027,6.664,0.328,28.61,-80.599,9.78,0.019,-1.654e-5,-0.282,0.006,2.332e4,5606,20.3,0.092,271.354,217.055,3.49,0.622,3.66e7,0,196.01,0.62,0.62,0.4,0.148,0.073,0.003,0.012,-3.467e-4,0,0,0,0,-7.907e-6,0.026,15.558,190.094,87.617,0.045,1.657,-11.166,614.4,324.532,0.05,0.13
13.475,4035.654,200.676,-18.094,200.786,18.096,115.157,0.054,115.157,0.027,6.65,0.275,28.61,-80.599,9.78,0.039,-1.68e-5,-0.084,0.005,2.332e4,5606,20.3,0.092,271.26,217.055,3.484,0.619,3.641e7,0,193.949,0.62,0.62,0.4,0.147,0.072,0.007,0.025,-3.007e-4,0,0,0,0,-7.008e-7,0.026,15.558,190.094,87.607,0.049,1.595,-11.232,613.613,324.492,0.05,0.131
13.525,4045.665,199.773,-18.006,199.883,18.008,115.489,0.054,115.489,0.027,6.636,0.283,28.61,-80.599,9.78,0.035,-1.673e-5,0.035,0.004,2.332e4,5606,20.3,0.092,271.26,217.055,3.484,0.616,3.621e7,0,191.916,0.619,0.62,0.4,0.147,0.072,0.006,0.022,1.841e-4,0,0,0,0,1.264e-7,0.026,15.558,190.094,87.605,0.053,1.597,-11.297,612.83,324.453,0.05,0.132
13.575,4055.631,198.875,-17.919,198.985,17.921,115.82,0.055,115.82,0.027,6.622,0.313,28.61,-80.599,9.78,0.021,-1.678e-5,0.198,0.002,2.332e4,5606,20.3,0.092,271.301,217.055,3.487,0.614,3.602e7,0,189.907,0.619,0.619,0.4,0.147,0.072,0.004,0.014,2.633e-4,0,0,0,0,4.002e-6,0.025,15.558,190.094,87.612,0.056,1.6,-11.362,612.05,324.414,0.05,0.132
13.625,4065.552,197.981,-17.831,198.091,17.835,116.151,0.055,116.151,0.027,6.604,0.378,28.61,-80.599,9.78,0.008,-1.637e-5,-0.215,0.007,2.332e4,5606,20.3,0.092,271.254,217.055,3.484,0.611,3.583e7,0,187.923,0.619,0.619,0.4,0.147,0.072,0.001,0.005,-3.077e-4,0,0,0,0,-4.758e-6,0.025,15.558,190.094,87.622,0.057,1.644,-11.426,611.274,324.375,0.05,0.133
13.675,4075.429,197.092,-17.745,197.202,17.75,116.481,0.055,116.481,0.027,6.584,0.408,28.61,-80.599,9.78,0.022,-1.697e-5,-0.121,0.006,2.332e4,5606,20.3,0.092,271.208,217.055,3.481,0.608,3.564e7,0,185.96,0.619,0.619,0.401,0.146,0.072,0.004,0.014,-4.46e-5,0,0,0,0,-1.523e-6,0.025,15.558,190.094,87.631,0.057,1.647,-11.49,610.501,324.336,0.05,0.134
13.725,4085.262,196.207,-17.662,196.316,17.667,116.809,0.056,116.809,0.027,6.564,0.396,28.61,-80.599,9.78,0.019,-1.646e-5,-0.04,-8.691e-4,2.332e4,5606,20.3,0.092,271.21,217.055,3.481,0.606,3.545e7,0,184.014,0.618,0.618,0.401,0.146,0.072,0.004,0.012,4.152e-4,0,0,0,0,-1.687e-7,0.025,15.558,190.094,87.635,0.054,1.603,-11.554,609.732,324.297,0.05,0.135
13.775,4095.05,195.326,-17.579,195.435,17.584,117.137,0.056,117.137,0.027,6.544,0.414,28.61,-80.599,9.78,0.029,-1.67e-5,0.024,0.002,2.332e4,5606,20.3,0.092,271.16,217.055,3.478,0.603,3.526e7,0,182.096,0.618,0.618,0.401,0.146,0.071,0.005,0.019,4.843e-4,0,0,0,0,5.975e-8,0.025,15.558,190.094,87.636,0.052,1.617,-11.618,608.966,324.258,0.05,0.136
13.825,4104.794,194.449,-17.498,194.558,17.503,117.464,0.056,117.464,0.028,6.523,0.409,28.61,-80.599,9.78,0.028,-1.648e-5,0.199,0.005,2.332e4,5606,20.3,0.092,271.144,217.055,3.477,0.6,3.508e7,0,180.197,0.618,0.618,0.401,0.146,0.071,0.005,0.018,7.386e-5,0,0,0,0,4.208e-6,0.025,15.558,190.094,87.63,0.049,1.621,-11.681,608.203,324.22,0.05,0.137
13.875,4114.495,193.576,-17.419,193.685,17.423,117.789,0.057,117.789,0.028,6.504,0.35,28.61,-80.599,9.78,0.003,-1.628e-5,0.25,0.009,2.332e4,5606,20.3,0.092,271.25,217.055,3.484,0.598,3.489e7,0,178.315,0.617,0.617,0.401,0.145,0.071,6.218e-4,0.002,-1.761e-4,0,0,0,0,6.74e-6,0.025,15.558,190.094,87.619,0.048,1.556,-11.744,607.444,324.182,0.05,0.138
13.925,4124.152,192.707,-17.341,192.816,17.344,118.114,0.057,118.114,0.028,6.488,0.32,28.61,-80.599,9.78,0.009,-1.642e-5,-0.208,0.001,2.332e4,5606,20.3,0.092,271.147,217.055,3.477,0.595,3.47e7,0,176.457,0.617,0.617,0.401,0.145,0.071,0.002,0.006,-1.329e-4,0,0,0,0,-4.697e-6,0.025,15.558,190.094,87.607,0.046,1.534,-11.807,606.689,324.144,0.05,0.138
13.975,4133.766,191.842,-17.262,191.951,17.265,118.438,0.057,118.438,0.028,6.472,0.329,28.61,-80.599,9.78,0.004,-1.662e-5,-0.186,0.008,2.332e4,5606,20.3,0.092,271.116,217.055,3.475,0.592,3.452e7,0,174.624,0.617,0.617,0.401,0.145,0.071,8.243e-4,0.003,1.322e-4,0,0,0,0,-3.774e-6,0.025,15.558,190.094,87.597,0.047,1.565,-11.869,605.937,324.106,0.05,0.139
14.025,4143.336,190.981,-17.183,191.09,17.187,118.761,0.058,118.761,0.028,6.455,0.344,28.61,-80.599,9.779,0.004,-1.68e-5,0.187,0.008,2.332e4,5606,20.3,0.092,271.215,217.055,3.481,0.59,3.434e7,0,172.811,0.617,0.617,0.401,0.145,0.07,6.718e-4,0.003,4.393e-4,0,0,0,0,3.851e-6,0.024,15.558,190.094,87.588,0.048,1.604,-11.932,605.188,324.068,0.05,0.14
14.075,4152.864,190.123,-17.106,190.232,17.11,119.084,0.058,119.084,0.028,6.437,0.348,28.61,-80.599,9.779,0.006,-1.714e-5,0.216,0.001,2.332e4,5606,20.3,0.092,271.151,217.055,3.477,0.587,3.416e7,0,171.018,0.616,0.616,0.402,0.144,0.07,0.001,0.003,-1.078e-4,0,0,0,0,5.199e-6,0.024,15.558,190.094,87.578,0.049,1.626,-11.994,604.442,324.031,0.05,0.141
14.125,4162.349,189.27,-17.03,189.379,17.033,119.405,0.059,119.405,0.028,6.42,0.358,28.61,-80.599,9.779,0.012,-1.711e-5,0.229,-0.002,2.332e4,5606,20.3,0.092,271.088,217.055,3.473,0.585,3.398e7,0,169.246,0.616,0.616,0.402,0.144,0.07,0.002,0.007,3.203e-4,0,0,0,0,5.908e-6,0.024,15.558,190.094,87.567,0.051,1.662,-12.055,603.7,323.993,0.05,0.141
14.175,4171.791,188.42,-16.956,188.529,16.959,119.725,0.059,119.726,0.028,6.402,0.311,28.61,-80.599,9.779,0.009,-1.596e-5,-0.301,-0.006,2.332e4,5606,20.3,0.092,271.092,217.055,3.473,0.582,3.38e7,0,167.486,0.616,0.616,0.402,0.144,0.07,0.002,0.006,-2.243e-4,0,0,0,0,-1.03e-5,0.024,15.558,190.094,87.553,0.053,1.62,-12.117,602.962,323.956,0.05,0.142
14.225,4181.191,187.574,-16.883,187.683,16.885,120.045,0.059,120.045,0.028,6.389,0.275,28.61,-80.599,9.779,0.025,-1.677e-5,-0.15,7.227e-4,2.332e4,5606,20.3,0.092,270.998,217.055,3.467,0.58,3.362e7,0,165.747,0.615,0.615,0.402,0.144,0.07,0.005,0.016,3.379e-4,0,0,0,0,-2.565e-6,0.024,15.558,190.094,87.542,0.055,1.578,-12.178,602.226,323.919,0.05,0.143
14.275,4190.548,186.732,-16.808,186.841,16.811,120.364,0.06,120.364,0.028,6.374,0.302,28.61,-80.599,9.779,0.012,-1.678e-5,-0.11,-4.956e-4,2.332e4,5606,20.3,0.092,271.035,217.055,3.47,0.577,3.344e7,0,164.033,0.615,0.615,0.402,0.143,0.07,0.002,0.008,-2.698e-4,0,0,0,0,-1.389e-6,0.024,15.558,190.094,87.535,0.055,1.627,-12.239,601.494,323.882,0.05,0.144
14.325,4199.864,185.894,-16.735,186.002,16.738,120.683,0.06,120.683,0.028,6.358,0.317,28.61,-80.599,9.779,0.003,-1.648e-5,-0.088,-0.008,2.332e4,5606,20.3,0.092,271.12,217.055,3.475,0.575,3.326e7,0,162.335,0.615,0.615,0.402,0.143,0.069,6.312e-4,0.003,-4.968e-4,0,0,0,0,-9.108e-7,0.024,15.558,190.094,87.53,0.055,1.649,-12.299,600.765,323.846,0.05,0.144
14.375,4209.138,185.059,-16.662,185.167,16.665,121,0.06,121,0.029,6.342,0.342,28.61,-80.599,9.779,0.01,-1.652e-5,0.079,0.002,2.332e4,5606,20.3,0.092,270.971,217.055,3.466,0.572,3.309e7,0,160.657,0.615,0.615,0.402,0.143,0.069,0.002,0.006,-2.128e-4,0,0,0,0,7.325e-7,0.024,15.558,190.094,87.526,0.055,1.685,-12.359,600.04,323.809,0.05,0.145
14.425,4218.37,184.227,-16.589,184.336,16.593,121.317,0.061,121.317,0.029,6.324,0.363,28.61,-80.599,9.779,0.022,-1.667e-5,0.161,0.002,2.332e4,5606,20.3,0.092,270.928,217.055,3.463,0.57,3.291e7,0,158.998,0.614,0.614,0.402,0.143,0.069,0.004,0.014,-1.314e-4,0,0,0,0,3.094e-6,0.024,15.558,190.094,87.521,0.053,1.724,-12.419,599.317,323.773,0.05,0.146
14.475,4227.561,183.4,-16.518,183.508,16.522,121.633,0.061,121.633,0.029,6.306,0.385,28.61,-80.599,9.779,0.033,-1.648e-5,0.235,0.002,2.332e4,5606,20.3,0.092,270.868,217.055,3.459,0.567,3.274e7,0,157.358,0.614,0.614,0.403,0.143,0.069,0.006,0.021,9.462e-5,0,0,0,0,6.627e-6,0.023,15.558,190.094,87.511,0.052,1.774,-12.479,598.598,323.737,0.05,0.146
14.525,4236.71,182.576,-16.448,182.684,16.453,121.947,0.061,121.947,0.029,6.286,0.391,28.61,-80.599,9.779,0.037,-1.65e-5,0.392,0.001,2.332e4,5606,20.3,0.092,270.838,217.055,3.457,0.565,3.257e7,0,155.735,0.614,0.614,0.403,0.142,0.069,0.007,0.024,-1.416e-4,0,0,0,0,1.862e-5,0.023,15.558,190.094,87.495,0.05,1.822,-12.539,597.883,323.7,0.05,0.147
