# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.11,0.275,5.925,64.979,5.925,64.979,0,0,0,0,0,0,37.946,-113.033,9.795,48.537,0,0,0,2.79e4,4814.708,34.063,0.109,NaN,237.4,NaN,0.027,1.913e6,2086.696,0.256,0.553,0.303,0.42,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.814e-4,16.129,204.317,90,0,6.706,3.695,821.353,333.538,0.01,0.035
0.12,0.338,6.577,65.232,6.577,65.232,0,0,0,0,0,0,37.946,-113.033,9.795,45.554,0,0,0,2.789e4,4804.26,34.053,0.109,NaN,237.365,NaN,0.028,2.008e6,2093.037,0.326,0.549,0.35,0.416,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.564e-4,16.129,204.317,90,0,6.706,3.695,821.347,333.538,0.01,0.036
0.13,0.407,7.232,65.484,7.232,65.484,0,0,0,0,0,0,37.946,-113.033,9.795,42.838,0,0,0,2.788e4,4793.717,34.043,0.109,NaN,237.33,NaN,0.03,2.109e6,2099.361,0.405,0.546,0.394,0.412,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.317e-4,16.129,204.317,90,0,6.706,3.695,821.34,333.538,0.01,0.038
0.14,0.482,7.889,65.736,7.889,65.736,0,0,0,0,0,0,37.946,-113.033,9.795,40.364,0,0,0,2.787e4,4783.174,34.034,0.109,NaN,237.295,NaN,0.031,2.214e6,2105.667,0.492,0.542,0.434,0.409,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.073e-4,16.129,204.317,90,0,6.706,3.694,821.332,333.538,0.01,0.039
0.15,0.564,8.549,65.987,8.549,65.987,0,0,0,0,0,0,37.946,-113.033,9.795,38.11,0,0,0,2.786e4,4772.631,34.024,0.109,NaN,237.259,NaN,0.033,2.323e6,2111.974,0.585,0.539,0.47,0.405,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.832e-4,16.129,204.317,90,0,6.706,3.694,821.324,333.537,0.01,0.041
0.16,0.653,9.211,66.239,9.211,66.239,0,0,0,0,0,0,37.946,-113.033,9.795,36.054,0,0,0,2.785e4,4761.993,34.015,0.109,NaN,237.224,NaN,0.034,2.436e6,2118.263,0.686,0.535,0.5,0.401,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.706,3.693,821.315,333.537,0.01,0.043
0.17,0.749,9.876,66.489,9.876,66.489,0,0,0,0,0,0,37.946,-113.033,9.795,34.176,0,0,0,2.784e4,4751.355,34.005,0.109,NaN,237.188,NaN,0.036,2.552e6,2124.534,0.793,0.532,0.527,0.398,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.706,3.692,821.305,333.536,0.01,0.044
0.18,0.851,10.543,66.739,10.543,66.739,0,0,0,0,0,0,37.946,-113.033,9.795,32.457,0,0,0,2.783e4,4740.718,33.995,0.109,NaN,237.152,NaN,0.037,2.672e6,2130.804,0.907,0.528,0.55,0.395,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.706,3.692,821.295,333.536,0.01,0.046
0.19,0.959,11.213,66.989,11.213,66.989,0,0,0,0,0,0,37.946,-113.033,9.795,30.881,0,0,0,2.782e4,4729.986,33.985,0.109,NaN,237.116,NaN,0.039,2.794e6,2137.056,1.027,0.525,0.57,0.392,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.706,3.691,821.284,333.536,0.01,0.047
0.2,1.075,11.885,67.239,11.885,67.239,0,0,0,0,0,0,37.946,-113.033,9.795,29.432,0,0,0,2.781e4,4719.255,33.976,0.109,NaN,237.08,NaN,0.041,2.918e6,2143.29,1.152,0.522,0.586,0.389,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.706,3.69,821.272,333.535,0.01,0.049
0.21,1.197,12.56,67.488,12.56,67.488,0,0,0,0,0,0,37.946,-113.033,9.795,28.097,0,0,0,2.78e4,4708.523,33.966,0.109,NaN,237.044,NaN,0.043,3.044e6,2149.523,1.283,0.519,0.599,0.386,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,6.706,3.689,821.26,333.535,0.01,0.053
0.22,1.326,13.237,67.737,13.237,67.737,0,0,0,0,0,0,37.946,-113.033,9.795,26.866,0,0,0,2.779e4,4697.699,33.956,0.109,NaN,237.007,NaN,0.044,3.173e6,2155.737,1.425,0.518,0.613,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.689,821.247,333.534,0.01,0.055
0.23,1.462,13.917,67.984,13.917,67.984,0,0,0,0,0,0,37.946,-113.033,9.795,25.726,0,0,0,2.778e4,4686.874,33.946,0.109,NaN,236.97,NaN,0.046,3.303e6,2161.931,1.575,0.519,0.625,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.688,821.233,333.534,0.01,0.056
0.24,1.604,14.599,68.232,14.599,68.232,0,0,0,0,0,0,37.946,-113.033,9.795,24.67,0,0,0,2.776e4,4676.049,33.936,0.109,NaN,236.934,NaN,0.048,3.435e6,2168.126,1.732,0.519,0.635,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.687,821.219,333.533,0.01,0.058
0.25,1.754,15.284,68.479,15.284,68.479,0,0,0,0,0,0,37.946,-113.033,9.795,23.689,0,0,0,2.775e4,4665.131,33.926,0.109,NaN,236.897,NaN,0.05,3.568e6,2174.3,1.894,0.519,0.644,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.686,821.204,333.533,0.01,0.059
0.26,1.91,15.971,68.726,15.971,68.726,0,0,0,0,0,0,37.946,-113.033,9.795,22.776,0,0,0,2.774e4,4654.214,33.916,0.109,NaN,236.86,NaN,0.052,3.703e6,2180.454,2.063,0.519,0.651,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.685,821.188,333.532,0.01,0.061
0.27,2.073,16.66,68.972,16.66,68.972,0,0,0,0,0,0,37.946,-113.033,9.795,21.924,0,0,0,2.773e4,4643.296,33.906,0.109,NaN,236.823,NaN,0.054,3.84e6,2186.608,2.239,0.519,0.657,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.684,821.171,333.531,0.01,0.062
0.28,2.243,17.352,69.218,17.352,69.218,0,0,0,0,0,0,37.946,-113.033,9.795,21.128,0,0,0,2.772e4,4632.287,33.896,0.109,NaN,236.786,NaN,0.056,3.977e6,2192.741,2.42,0.519,0.662,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.683,821.154,333.531,0.01,0.063
0.29,2.42,18.047,69.464,18.047,69.464,0,0,0,0,0,0,37.946,-113.033,9.795,20.383,0,0,0,2.771e4,4621.277,33.886,0.109,NaN,236.748,NaN,0.058,4.116e6,2198.853,2.607,0.519,0.666,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.682,821.136,333.53,0.01,0.065
0.3,2.604,18.744,69.709,18.744,69.709,0,0,0,0,0,0,37.946,-113.033,9.795,19.685,0,0,0,2.77e4,4610.267,33.875,0.109,NaN,236.711,NaN,0.06,4.256e6,2204.965,2.799,0.519,0.669,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.68,821.118,333.529,0.01,0.066
0.31,2.795,19.443,69.954,19.443,69.954,0,0,0,0,0,0,37.946,-113.033,9.795,19.028,0,0,0,2.769e4,4599.166,33.865,0.109,NaN,236.673,NaN,0.062,4.397e6,2211.055,2.998,0.519,0.671,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.679,821.098,333.528,0.01,0.068
0.32,2.993,20.145,70.197,20.145,70.197,0,0,0,0,0,0,37.946,-113.033,9.795,18.411,0,0,0,2.768e4,4588.065,33.855,0.109,NaN,236.635,NaN,0.064,4.539e6,2217.124,3.203,0.519,0.673,0.385,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.678,821.078,333.528,0.01,0.07
0.33,3.198,20.85,70.441,20.85,70.441,0,0,0,0,0,0,37.946,-113.033,9.795,17.829,0,0,0,2.767e4,4576.964,33.845,0.109,NaN,236.598,NaN,0.066,4.682e6,2223.193,3.413,0.519,0.674,0.385,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.676,821.057,333.527,0.01,0.072
0.34,3.41,21.556,70.685,21.556,70.685,0,0,0,0,0,0,37.946,-113.033,9.795,17.28,0,0,0,2.765e4,4565.772,33.834,0.109,NaN,236.559,NaN,0.068,4.826e6,2229.239,3.629,0.519,0.675,0.385,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,6.706,3.675,821.036,333.526,0.01,0.074
0.35,3.629,22.265,70.927,22.265,70.927,0,0,0,0,0,0,37.946,-113.033,9.795,16.761,0,0,0,2.764e4,4554.58,33.824,0.109,NaN,236.521,NaN,0.07,4.971e6,2235.262,3.85,0.519,0.675,0.385,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.674,821.014,333.525,0.01,0.075
0.36,3.856,22.977,71.17,22.977,71.17,0,0,0,0,0,0,37.946,-113.033,9.795,16.269,0,0,0,2.763e4,4543.388,33.814,0.109,NaN,236.483,NaN,0.072,5.117e6,2241.286,4.075,0.519,0.674,0.385,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.672,820.991,333.524,0.01,0.077
0.37,4.089,23.691,71.412,23.691,71.412,0,0,0,0,0,0,37.946,-113.033,9.795,15.804,0,0,0,2.762e4,4532.106,33.803,0.109,NaN,236.444,NaN,0.074,5.263e6,2247.287,4.304,0.519,0.673,0.385,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.671,820.967,333.523,0.01,0.078
0.38,4.329,24.407,71.653,24.407,71.653,0,0,0,0,0,0,37.946,-113.033,9.795,15.362,0,0,0,2.761e4,4520.823,33.793,0.109,NaN,236.406,NaN,0.076,5.411e6,2253.264,4.536,0.519,0.671,0.385,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.669,820.943,333.522,0.01,0.08
0.39,4.577,25.126,71.894,25.126,71.894,0,0,0,0,0,0,37.946,-113.033,9.795,14.943,0,0,0,2.76e4,4509.541,33.782,0.109,NaN,236.367,NaN,0.078,5.559e6,2259.241,4.773,0.519,0.669,0.385,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.668,820.918,333.521,0.01,0.081
0.4,4.832,25.847,72.135,25.847,72.135,0,0,0,0,0,0,37.946,-113.033,9.795,14.544,0,0,0,2.759e4,4498.17,33.772,0.109,NaN,236.328,NaN,0.08,5.708e6,2265.194,5.013,0.519,0.666,0.385,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.666,820.892,333.52,0.01,0.083
0.41,5.094,26.571,72.375,26.571,72.375,0,0,0,0,0,0,37.946,-113.033,9.795,14.164,0,0,0,2.758e4,4486.798,33.761,0.109,NaN,236.289,NaN,0.082,5.858e6,2271.124,5.259,0.519,0.664,0.385,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.664,820.866,333.519,0.01,0.085
0.42,5.363,27.297,72.615,27.297,72.615,0,0,0,0,0,0,37.946,-113.033,9.795,13.802,0,0,0,2.756e4,4475.427,33.751,0.109,NaN,236.25,NaN,0.084,6.008e6,2277.053,5.509,0.519,0.661,0.384,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.662,820.838,333.518,0.01,0.087
0.43,5.64,28.025,72.854,28.025,72.854,0,0,0,0,0,0,37.946,-113.033,9.795,13.456,0,0,0,2.755e4,4463.966,33.74,0.109,NaN,236.211,NaN,0.086,6.159e6,2282.957,5.764,0.519,0.658,0.384,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.661,820.81,333.517,0.01,0.089
0.44,5.924,28.756,73.093,28.756,73.093,0,0,0,0,0,0,37.946,-113.033,9.795,13.126,0,0,0,2.754e4,4452.506,33.729,0.109,NaN,236.172,NaN,0.089,6.311e6,2288.837,6.024,0.519,0.655,0.384,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.659,820.782,333.516,0.01,0.091
0.45,6.215,29.489,73.331,29.489,73.331,0,0,0,0,0,0,37.946,-113.033,9.795,12.811,0,0,0,2.753e4,4441.046,33.719,0.109,NaN,236.132,NaN,0.091,6.464e6,2294.717,6.29,0.52,0.652,0.384,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.657,820.752,333.515,0.01,0.093
0.46,6.514,30.225,73.569,30.225,73.569,0,0,0,0,0,0,37.946,-113.033,9.795,12.509,0,0,0,2.752e4,4429.498,33.708,0.109,NaN,236.093,NaN,0.093,6.617e6,2300.572,6.56,0.52,0.649,0.384,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,16.129,204.317,90,0,6.706,3.655,820.722,333.514,0.01,0.094
0.47,6.82,30.963,73.806,30.963,73.806,0,0,0,0,0,0,37.946,-113.033,9.795,12.22,0,0,0,2.751e4,4417.949,33.697,0.109,NaN,236.053,NaN,0.095,6.771e6,2306.401,6.837,0.52,0.646,0.384,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.706,3.653,820.691,333.513,0.01,0.096
0.48,7.133,31.703,74.043,31.703,74.043,0,0,0,0,0,0,37.946,-113.033,9.795,11.943,0,0,0,2.75e4,4406.401,33.686,0.109,NaN,236.013,NaN,0.097,6.925e6,2312.23,7.119,0.52,0.642,0.384,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.706,3.651,820.659,333.511,0.01,0.098
0.49,7.454,32.446,74.279,32.446,74.279,0,0,0,0,0,0,37.946,-113.033,9.795,11.677,0,0,0,2.748e4,4394.766,33.675,0.109,NaN,235.973,NaN,0.099,7.081e6,2318.033,7.406,0.52,0.639,0.384,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.706,3.649,820.627,333.51,0.01,0.099
0.5,7.782,33.191,74.514,33.191,74.514,0,0,0,0,0,0,37.946,-113.033,9.795,11.422,0,0,0,2.747e4,4383.131,33.665,0.109,NaN,235.933,NaN,0.102,7.236e6,2323.809,7.7,0.52,0.637,0.384,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.706,3.647,820.594,333.509,0.01,0.101
0.51,8.118,33.938,74.749,33.938,74.749,0,0,0,0,0,0,37.946,-113.033,9.795,11.177,0,0,0,2.746e4,4371.495,33.654,0.109,NaN,235.892,NaN,0.104,7.393e6,2329.586,8,0.52,0.634,0.384,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.706,3.644,820.56,333.507,0.01,0.102
0.52,8.461,34.688,74.983,34.688,74.983,0,0,0,0,0,0,37.946,-113.033,9.795,10.941,0,0,0,2.745e4,4359.774,33.643,0.109,NaN,235.852,NaN,0.106,7.55e6,2335.336,8.306,0.52,0.631,0.384,0.014,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.706,3.642,820.525,333.506,0.01,0.104
0.53,8.811,35.44,75.217,35.44,75.217,0,0,0,0,0,0,37.946,-113.033,9.795,10.714,0,0,0,2.744e4,4348.052,33.632,0.109,NaN,235.811,NaN,0.108,7.707e6,2341.058,8.618,0.52,0.628,0.384,0.014,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.706,3.64,820.489,333.505,0.01,0.106
0.54,9.169,36.194,75.45,36.194,75.45,0,0,0,0,0,0,37.946,-113.033,9.795,10.496,0,0,0,2.743e4,4336.33,33.621,0.109,NaN,235.771,NaN,0.11,7.866e6,2346.781,8.937,0.52,0.625,0.384,0.014,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.706,3.638,820.453,333.503,0.01,0.108
0.55,9.535,36.951,75.683,36.951,75.683,0,0,0,0,0,0,37.946,-113.033,9.795,10.286,0,0,0,2.741e4,4324.523,33.61,0.109,NaN,235.73,NaN,0.113,8.024e6,2352.476,9.262,0.52,0.623,0.384,0.014,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.706,3.635,820.416,333.502,0.01,0.11
0.56,9.908,37.71,75.914,37.71,75.914,0,0,0,0,0,0,37.946,-113.033,9.795,10.083,0,0,0,2.74e4,4312.716,33.598,0.109,NaN,235.689,NaN,0.115,8.184e6,2358.144,9.594,0.52,0.62,0.384,0.014,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.706,3.633,820.378,333.5,0.01,0.112
0.57,10.289,38.471,76.146,38.471,76.146,0,0,0,0,0,0,37.946,-113.033,9.795,9.887,0,0,0,2.739e4,4300.908,33.587,0.109,NaN,235.648,NaN,0.117,8.344e6,2363.811,9.933,0.52,0.617,0.384,0.014,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,16.129,204.317,90,0,6.706,3.63,820.34,333.499,0.01,0.114
0.58,10.678,39.235,76.377,39.235,76.377,0,0,0,0,0,0,37.946,-113.033,9.795,9.699,0,0,0,2.738e4,4289.016,33.576,0.109,NaN,235.606,NaN,0.119,8.504e6,2369.45,10.278,0.521,0.615,0.384,0.014,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,16.129,204.317,90,0,6.706,3.628,820.3,333.497,0.01,0.115
0.595,11.275,40.385,76.67,40.385,76.691,-1.989e-4,0,1.989e-4,-180,0.027,1.783,37.946,-113.033,9.795,9.389,0,8.526e-4,-9.476e-8,2.736e4,4271.178,33.559,0.109,260.648,235.544,1.556,0.123,8.745e6,2376.464,10.798,0.521,0.611,0.384,0.015,0.122,2.758,4.294,-2.781e-4,0,0,0,0,1.952e-4,0.005,16.129,204.317,89.998,0.006,6.706,3.624,820.24,333.495,0.015,0.118
0.618,12.203,42.119,77.11,42.119,77.131,-0.001,0,0.001,-180,0.067,1.801,37.946,-113.033,9.794,8.942,0,0.002,-4.698e-8,2.733e4,4244.275,33.534,0.109,261.553,235.45,1.618,0.128,9.109e6,2386.944,11.603,0.521,0.605,0.384,0.015,0.122,2.593,4.195,3.226e-4,0,0,0,0,0.001,0.005,16.129,204.317,89.985,0.003,6.706,3.618,820.146,333.491,0.023,0.119
0.651,13.669,44.741,77.765,44.741,77.785,-0.005,-7.423e-9,0.005,-180,0.128,1.789,37.946,-113.033,9.794,8.309,0,0.004,-2.503e-7,2.729e4,4203.68,33.496,0.109,262.885,235.309,1.71,0.136,9.66e6,2402.524,12.87,0.521,0.597,0.384,0.015,0.122,2.363,4.036,-3.872e-4,0,0,0,0,0.004,0.005,16.129,204.317,89.946,0.003,6.706,3.608,819.998,333.486,0.034,0.121
0.701,16.004,48.673,78.731,48.674,78.748,-0.013,-3.21e-8,0.013,-180,0.215,1.671,37.946,-113.033,9.794,7.432,0,0.008,-2.828e-7,2.723e4,4142.956,33.438,0.108,264.831,235.096,1.844,0.147,1.049e7,2425.428,14.881,0.522,0.585,0.384,0.015,0.123,2.057,3.78,-6.836e-5,0,0,0,0,0.012,0.006,16.129,204.317,89.836,0.002,6.706,3.593,819.761,333.476,0.05,0.123
0.751,18.538,52.662,79.845,52.663,79.857,-0.026,-8.291e-8,0.026,-180,0.292,1.416,37.946,-113.033,9.794,6.603,0,0.012,1.428e-7,2.717e4,4081.586,33.379,0.108,266.781,234.879,1.978,0.159,1.133e7,2452.31,17.054,0.522,0.575,0.384,0.015,0.123,1.779,3.497,-3.41e-4,0,0,0,0,0.022,0.006,16.129,204.317,89.66,7.164e-4,6.706,3.577,819.505,333.466,0.05,0.125
