# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
6.63,1609.364,1609.364,177.193,177.244,-22.8,22.813,37.735,0.002,37.735,90.0116696,4.274,0.775,28.61,-80.6,0.0572958,0,4.7746483e-4,7.6044232e-6,88.0063173,90.0116696,7814,2032,2.149,0.023,9.787,143.3,115.2,2.652,0,0,101.819,0.704,0.253,0.294,0.157,0.704,0.016,0.043,3.771e-5,0,0,0,0,3.094e-7,2.143,90.0116696,4.539,834.5,0.001047,334.05,0.531,1.865e7,10.6,90,0.05,0.106,0.023
6.68,1618.196,1618.196,176.058,176.109,-22.599,22.609,37.948,0.002,37.948,90.0116696,4.238,0.649,28.61,-80.6,0.0361422,0,0.0023873,1.1637409e-5,87.9490216,90.0116696,7814,2032,2.149,0.023,9.787,143.3,115.2,2.654,0,0,100.217,0.702,0.253,0.293,0.156,0.702,0.009,0.025,-4.468e-4,0,0,0,0,1.044e-5,2.139,90.0116696,4.482,833.6,0.001046,334.015,0.527,1.852e7,10.6,90,0.05,0.107,0.023
6.73,1626.97,1626.97,174.933,174.983,-22.405,22.41,38.159,0.002,38.159,90.0116696,4.21,0.469,28.61,-80.6,0.0029759,0,-0.0028648,1.3018874e-4,87.8917258,90.0116696,7814,2032,2.149,0.023,9.787,143.3,115.2,2.657,0,0,98.648,0.701,0.253,0.292,0.156,0.701,7.671e-4,0.002,1.378e-4,0,0,0,0,-1.703e-5,2.158,90.0116696,4.425,832.7,0.001045,333.98,0.524,1.838e7,10.6,90,0.05,0.107,0.022
6.78,1635.689,1635.689,173.817,173.868,-22.218,22.219,38.369,0.002,38.369,90.0116696,4.192,0.191,28.61,-80.6,0.0572958,0,-0.0019099,1.1239522e-5,87.8917258,90.0116696,7814,2032,2.149,0.023,9.787,143.2,115.2,2.648,0,0,97.107,0.699,0.254,0.291,0.155,0.699,0.017,0.044,3.369e-4,0,0,0,0,-6.959e-6,2.091,90.0116696,4.368,831.8,0.001044,333.946,0.521,1.825e7,10.6,90,0.05,0.108,0.022
6.83,1644.352,1644.352,172.711,172.762,-22.028,22.028,38.579,0.002,38.579,90.0116696,4.187,0.091,28.61,-80.6,0.0572958,0,0.0012732,3.4138735e-6,87.83443,90.0116696,7814,2032,2.149,0.023,9.787,143.2,115.2,2.644,0,0,95.595,0.698,0.254,0.289,0.155,0.698,0.022,0.058,1.89e-4,0,0,0,0,2.944e-6,2.011,90.0116696,4.312,830.9,0.001043,333.912,0.518,1.813e7,10.6,90,0.05,0.109,0.022
6.88,1652.96,1652.96,171.615,171.665,-21.829,21.831,38.788,0.003,38.788,90.0116696,4.178,0.318,28.61,-80.6,0.0325383,5.7136625e-9,0.0035014,6.0622118e-6,87.8917258,90.0116696,7814,2032,2.149,0.023,9.787,143.2,115.2,2.65,0,0,94.111,0.697,0.254,0.288,0.154,0.697,0.008,0.023,3.56e-4,0,0,0,0,2.594e-5,2.003,90.0116696,4.256,830.1,0.001042,333.878,0.514,1.8e7,10.6,90,0.05,0.109,0.022
6.93,1661.514,1661.514,170.528,170.579,-21.63,21.641,38.996,0.003,38.996,90.0116696,4.154,0.693,28.61,-80.6,0.0571354,5.7248033e-9,-0.0031831,8.4559021e-6,87.9490216,90.0116696,7814,2032,2.149,0.023,9.787,143.2,115.2,2.645,0,0,92.661,0.695,0.254,0.287,0.154,0.695,0.015,0.039,-2.459e-4,0,0,0,0,-2.127e-5,2.061,90.0116696,4.2,829.2,0.001042,333.844,0.511,1.787e7,10.6,90,0.05,0.11,0.022
6.98,1670.013,1670.013,169.451,169.501,-21.447,21.458,39.203,0.003,39.203,90.0116696,4.115,0.69,28.61,-80.6,0.0572958,6.9853105e-9,-4.7746483e-4,3.8754229e-6,88.0063173,90.0116696,7814,2032,2.149,0.023,9.787,143.2,115.2,2.644,0,0,91.231,0.694,0.255,0.286,0.154,0.694,0.016,0.041,-1.389e-4,0,0,0,0,-4.893e-7,1.972,90.0116696,4.145,828.4,0.001041,333.811,0.508,1.775e7,10.6,90,0.05,0.111,0.022
7.03,1678.459,1678.459,168.383,168.433,-21.271,21.279,39.408,0.003,39.408,90.0116696,4.086,0.576,28.61,-80.6,0.0357698,7.2622401e-9,7.9577472e-4,1.3467691e-5,88.0063173,90.0116696,7814,2032,2.149,0.023,9.787,143.2,115.2,2.646,0,0,89.827,0.692,0.255,0.285,0.153,0.692,0.009,0.024,1.252e-4,0,0,0,0,1.543e-6,1.904,90.0116696,4.09,827.5,0.00104,333.777,0.505,1.762e7,10.6,90,0.05,0.112,0.022
7.08,1686.852,1686.852,167.324,167.373,-21.095,21.103,39.611,0.003,39.611,90.0116696,4.057,0.578,28.61,-80.6,0.0370188,8.3572261e-9,0.002069,4.6489159e-6,87.9490216,90.0116696,7814,2032,2.149,0.023,9.787,143.2,115.2,2.645,0,0,88.456,0.691,0.255,0.283,0.153,0.691,0.01,0.025,1.515e-4,0,0,0,0,9.13e-6,1.975,90.0116696,4.035,826.6,0.001039,333.744,0.502,1.75e7,10.6,90,0.05,0.112,0.021
7.13,1695.192,1695.192,166.274,166.323,-20.924,20.932,39.814,0.003,39.814,90.0116696,4.028,0.568,28.61,-80.6,0.0344061,9.1673247e-9,0.0031831,-1.3946748e-5,87.9490216,90.0116696,7814,2032,2.149,0.023,9.787,143.2,115.2,2.644,0,0,87.115,0.69,0.255,0.282,0.152,0.69,0.009,0.023,-4.082e-4,0,0,0,0,2.315e-5,2.098,90.0116696,3.981,825.8,0.001038,333.712,0.499,1.738e7,10.6,90,0.05,0.113,0.021
7.18,1703.479,1703.479,165.232,165.28,-20.766,20.768,40.014,0.003,40.014,90.0116696,4.005,0.263,28.61,-80.6,0.0410238,9.5413388e-9,-0.0036606,-6.4648738e-6,87.83443,90.0116696,7814,2032,2.149,0.023,9.787,143.2,115.2,2.643,0,0,85.794,0.688,0.255,0.281,0.152,0.688,0.011,0.028,-8.57e-5,0,0,0,0,-2.922e-5,2.055,90.0116696,3.927,825,0.001037,333.679,0.496,1.726e7,10.6,90,0.05,0.114,0.021
7.23,1711.715,1711.715,164.197,164.246,-20.614,20.614,40.214,0.003,40.214,90.0116696,4.002,0.113,28.61,-80.6,0.1145916,8.354043e-9,-6.3661977e-4,5.3953526e-6,87.83443,89.9543738,7814,2032,2.149,0.023,9.787,143,115.2,2.629,0,0,84.496,0.687,0.256,0.28,0.152,0.687,0.035,0.091,4.773e-4,0,0,0,0,-8.863e-7,1.873,90.0116696,3.874,824.1,0.001036,333.646,0.492,1.714e7,10.6,90,0.05,0.114,0.021
7.28,1719.899,1719.899,163.17,163.22,-20.45,20.45,40.415,0.003,40.415,90.0116696,4.01,0.108,28.61,-80.6,0.1145916,7.0060006e-9,0.004138,7.3370429e-6,87.83443,89.9543738,7814,2032,2.149,0.023,9.787,143,115.2,2.628,0,0,83.218,0.686,0.256,0.279,0.151,0.686,0.034,0.089,-4.156e-4,0,0,0,0,3.784e-5,1.746,90.0116696,3.821,823.3,0.001036,333.614,0.489,1.702e7,10.6,90,0.05,0.115,0.021
7.33,1728.032,1728.032,162.152,162.202,-20.271,20.274,40.615,0.003,40.615,90.0116696,4.005,0.397,28.61,-80.6,2.6081039e-4,7.3863809e-9,0,0,87.9490216,89.9543738,7814,2032,2.149,0.023,9.787,143.2,115.2,2.646,0,0,81.966,0.685,0.256,0.278,0.151,0.685,6.685e-5,-2.451e-4,4.458e-4,0,0,0,0,0,1.798,90.0116696,3.768,822.5,0.001035,333.582,0.486,1.69e7,10.6,90,0.05,0.116,0.021
7.38,1736.114,1736.114,161.143,161.192,-20.1,20.116,40.815,0.003,40.815,90.0116696,3.972,0.797,28.61,-80.6,0.1145916,9.3933247e-9,-0.0044563,1.0664973e-5,88.0636131,90.0116696,7814,2032,2.149,0.023,9.787,143,115.2,2.629,0,0,80.742,0.683,0.256,0.277,0.15,0.683,0.028,0.074,2.226e-4,0,0,0,0,-4.608e-5,1.808,90.0116696,3.715,821.7,0.001034,333.55,0.483,1.679e7,10.6,90,0.05,0.116,0.021
7.43,1744.147,1744.147,160.142,160.19,-19.942,19.963,41.012,0.003,41.012,90.0116696,3.929,0.911,28.61,-80.6,0.1718873,7.2924795e-9,-4.7746483e-4,-1.8875776e-6,88.1209089,90.0116696,7814,2032,2.149,0.023,9.787,143,115.2,2.624,0,0,79.537,0.682,0.257,0.276,0.15,0.682,0.037,0.097,-4.218e-4,0,0,0,0,-5.41e-7,1.784,90.0116696,3.663,820.8,0.001033,333.519,0.48,1.667e7,10.6,90,0.05,0.117,0.021
7.48,1752.129,1752.129,159.149,159.196,-19.797,19.809,41.208,0.003,41.208,90.0116696,3.887,0.691,28.61,-80.6,0.1145916,1.0814578e-8,0.0035014,-4.2398877e-6,88.0636131,90.0116696,7814,2032,2.149,0.023,9.787,143,115.2,2.631,0,0,78.346,0.681,0.257,0.275,0.15,0.681,0.023,0.06,4.147e-4,0,0,0,0,2.845e-5,1.717,90.0116696,3.611,820,0.001032,333.487,0.478,1.656e7,10.6,90,0.05,0.118,0.02
7.53,1760.062,1760.062,158.162,158.209,-19.66,19.663,41.401,0.003,41.401,90.0116696,3.863,0.306,28.61,-80.6,0.0159798,9.901029e-9,-0.0044563,-8.8140007e-6,88.0063173,90.0116696,7814,2032,2.149,0.023,9.787,143.1,115.2,2.64,0,0,77.176,0.68,0.257,0.273,0.149,0.68,0.004,0.011,-2.822e-4,0,0,0,0,-4.851e-5,1.629,90.0116696,3.56,819.2,0.001031,333.456,0.475,1.644e7,10.6,90,0.05,0.118,0.02
7.58,1767.945,1767.945,157.183,157.23,-19.52,19.521,41.594,0.003,41.594,90.0116696,3.853,0.135,28.61,-80.6,0.0572958,1.0002888e-8,-0.0030239,-5.9173808e-6,87.9490216,90.0116696,7814,2032,2.149,0.023,9.787,143,115.2,2.632,0,0,76.034,0.679,0.257,0.272,0.149,0.679,0.017,0.044,-3.113e-4,0,0,0,0,-2.158e-5,1.66,90.0116696,3.508,818.4,0.001031,333.425,0.472,1.633e7,10.6,90,0.05,0.119,0.02
7.63,1775.78,1775.78,156.21,156.258,-19.381,19.381,41.787,0.003,41.787,90.0116696,3.848,0.013,28.61,-80.6,0.1145916,9.2882825e-9,-7.9577472e-4,-7.2638316e-6,87.8917258,90.0116696,7814,2032,2.149,0.023,9.787,143,115.2,2.627,0,0,74.91,0.677,0.258,0.271,0.149,0.677,0.025,0.067,-4.147e-4,0,0,0,0,-1.462e-6,1.633,90.0116696,3.457,817.6,0.00103,333.394,0.469,1.622e7,10.6,90,0.05,0.12,0.02
7.68,1783.566,1783.566,155.245,155.292,-19.24,19.24,41.979,0.003,41.979,90.0116696,3.85,0.022,28.61,-80.6,0.1145916,1.0579029e-8,0.0023873,-1.3779635e-5,87.8917258,90.0116696,7814,2032,2.149,0.023,9.787,143,115.2,2.625,0,0,73.801,0.676,0.258,0.27,0.148,0.676,0.028,0.073,-4.748e-5,0,0,0,0,1.425e-5,1.534,90.0116696,3.407,816.9,0.001029,333.363,0.466,1.611e7,10.6,90,0.05,0.12,0.02
7.73,1791.305,1791.305,154.286,154.334,-19.094,19.094,42.172,0.003,42.172,90.0116696,3.847,0.14,28.61,-80.6,0.0572958,7.9657049e-9,0.0049338,-2.059465e-5,87.9490216,90.0116696,7814,2032,2.149,0.023,9.787,143,115.2,2.631,0,0,72.709,0.675,0.258,0.269,0.148,0.675,0.015,0.039,1.636e-4,0,0,0,0,6.09e-5,1.452,90.0116696,3.357,816.1,0.001028,333.333,0.463,1.6e7,10.6,90,0.05,0.121,0.02
7.78,1798.995,1798.995,153.335,153.383,-18.942,18.951,42.364,0.004,42.364,90.0116696,3.832,0.588,28.61,-80.6,0.0572958,7.9720711e-9,-0.005093,-2.3650425e-5,88.0636131,90.0116696,7814,2032,2.149,0.023,9.787,143,115.2,2.628,0,0,71.644,0.674,0.258,0.268,0.148,0.674,0.019,0.05,4.511e-4,0,0,0,0,-6.612e-5,1.539,90.0116696,3.307,815.3,0.001027,333.303,0.46,1.589e7,10.6,90,0.05,0.122,0.02
7.83,1806.638,1806.638,152.392,152.439,-18.8,18.82,42.554,0.004,42.554,90.0116696,3.792,0.863,28.61,-80.6,0.1718873,9.4776769e-9,-0.0014324,-9.4283388e-6,88.1209089,90.0116696,7814,2032,2.149,0.023,9.787,142.9,115.2,2.615,0,0,70.6,0.673,0.258,0.267,0.147,0.673,0.041,0.107,-1.481e-4,0,0,0,0,-4.822e-6,1.609,90.0116696,3.257,814.5,0.001027,333.273,0.458,1.578e7,10.6,90,0.05,0.123,0.02
7.88,1814.234,1814.234,151.455,151.502,-18.667,18.688,42.743,0.004,42.743,90.0116696,3.749,0.867,28.61,-80.6,0.1718873,1.2501621e-8,0.0030239,-7.2383668e-6,88.1209089,89.9543738,7814,2032,2.149,0.023,9.787,142.9,115.2,2.614,0,0,69.569,0.672,0.259,0.266,0.147,0.672,0.042,0.109,-2.575e-4,0,0,0,0,2.418e-5,1.668,90.0116696,3.207,813.8,0.001026,333.243,0.455,1.568e7,10.6,90,0.05,0.123,0.019
7.93,1821.784,1821.784,150.525,150.571,-18.547,18.555,42.929,0.004,42.929,90.0116696,3.712,0.532,28.61,-80.6,0.0572958,1.1392311e-8,0.0065254,-1.9989861e-5,88.0063173,89.9543738,7814,2032,2.149,0.023,9.787,143,115.2,2.627,0,0,68.548,0.671,0.259,0.265,0.147,0.671,0.016,0.042,-1.102e-4,0,0,0,0,1.133e-4,1.646,90.0116696,3.158,813,0.001025,333.213,0.452,1.557e7,10.6,90,0.05,0.124,0.019
7.98,1829.287,1829.287,149.6,149.646,-18.43,18.431,43.114,0.004,43.114,90.0116696,3.695,0.238,28.61,-80.6,0.0296105,1.1285677e-8,-0.0065254,-2.9189017e-5,87.8917258,90.0116696,7814,2032,2.149,0.023,9.787,143,115.2,2.631,0,0,67.551,0.67,0.259,0.264,0.146,0.67,0.008,0.02,1.942e-4,0,0,0,0,-1.155e-4,1.704,90.0116696,3.11,812.2,0.001024,333.183,0.449,1.547e7,10.6,90,0.05,0.125,0.019
8.03,1836.744,1836.744,148.682,148.728,-18.31,18.311,43.299,0.004,43.299,90.0116696,3.686,0.108,28.61,-80.6,0.0572958,1.1826804e-8,-0.0052521,-7.3290851e-6,87.7771342,90.0116696,7814,2032,2.149,0.023,9.787,143,115.2,2.624,0,0,66.577,0.669,0.259,0.263,0.146,0.669,0.019,0.049,-4.501e-4,0,0,0,0,-7.457e-5,1.845,90.0116696,3.061,811.5,0.001023,333.154,0.447,1.536e7,10.6,90,0.05,0.125,0.019
8.08,1844.155,1844.155,147.769,147.815,-18.193,18.193,43.483,0.004,43.483,90.0116696,3.684,0.018,28.61,-80.6,0.1145916,1.1707438e-8,-0.0028648,3.1417186e-6,87.7198384,90.0116696,7814,2032,2.149,0.023,9.787,142.9,115.2,2.617,0,0,65.617,0.668,0.26,0.262,0.146,0.668,0.029,0.077,4.984e-4,0,0,0,0,-2.219e-5,1.897,90.0116696,3.013,810.7,0.001023,333.125,0.444,1.526e7,10.6,90,0.05,0.126,0.019
8.13,1851.521,1851.521,146.863,146.909,-18.077,18.078,43.667,0.004,43.667,90.0116696,3.687,0.164,28.61,-80.6,0.1718873,1.412341e-8,6.3661977e-4,3.1830989e-6,87.7198384,90.0116696,7814,2032,2.149,0.023,9.786,142.8,115.2,2.61,0,0,64.668,0.667,0.26,0.262,0.145,0.667,0.042,0.108,-3.987e-4,0,0,0,0,9.97e-7,1.795,90.0116696,2.965,810,0.001022,333.096,0.441,1.516e7,10.6,90,0.05,0.127,0.019
8.18,1858.842,1858.842,145.962,146.009,-17.947,17.947,43.852,0.004,43.852,90.0116696,3.693,0.092,28.61,-80.6,0.0572958,1.6042818e-8,0.0042972,-1.2493663e-6,87.7198384,90.0116696,7814,2032,2.149,0.023,9.786,142.9,115.2,2.621,0,0,63.733,0.666,0.26,0.261,0.145,0.666,0.02,0.053,-2.926e-4,0,0,0,0,5.212e-5,1.846,90.0116696,2.918,809.2,0.001021,333.067,0.439,1.505e7,10.6,90,0.05,0.127,0.019
8.23,1866.117,1866.117,145.068,145.115,-17.816,17.821,44.036,0.004,44.036,90.0116696,3.678,0.428,28.61,-80.6,0.0341999,1.6727185e-8,-0.0044563,-6.7768175e-6,87.83443,90.0116696,7814,2032,2.149,0.023,9.786,143,115.2,2.627,0,0,62.816,0.665,0.26,0.26,0.145,0.665,0.009,0.023,-4.586e-4,0,0,0,0,-5.811e-5,1.905,90.0116696,2.87,808.5,0.00102,333.038,0.436,1.495e7,10.6,90,0.05,0.128,0.019
8.28,1873.349,1873.349,144.18,144.226,-17.699,17.705,44.22,0.004,44.22,90.0116696,3.654,0.45,28.61,-80.6,0.0466158,1.7284227e-8,-0.0031831,-9.0909303e-6,87.8917258,90.0116696,7814,2032,2.149,0.023,9.786,143,115.2,2.624,0,0,61.907,0.664,0.26,0.259,0.144,0.664,0.012,0.032,2.878e-4,0,0,0,0,-2.971e-5,1.75,90.0116696,2.823,807.8,0.00102,333.01,0.433,1.485e7,10.6,90,0.05,0.129,0.018
8.33,1880.535,1880.535,143.298,143.344,-17.582,17.59,44.402,0.004,44.402,90.0116696,3.632,0.536,28.61,-80.6,0.0572958,1.7252396e-8,-0.002069,-1.4804593e-5,87.9490216,90.0116696,7814,2032,2.149,0.023,9.786,142.9,115.2,2.619,0,0,61.017,0.663,0.261,0.258,0.144,0.663,0.02,0.053,9.809e-5,0,0,0,0,-1.217e-5,1.7,90.0116696,2.777,807,0.001019,332.981,0.431,1.475e7,10.6,90,0.05,0.13,0.018
8.38,1887.678,1887.678,142.422,142.467,-17.466,17.479,44.583,0.004,44.583,90.0116696,3.601,0.676,28.61,-80.6,0.1145916,1.9066762e-8,4.7746483e-4,-1.2476156e-5,87.9490216,90.0116696,7814,2032,2.149,0.023,9.786,142.8,115.2,2.611,0,0,60.147,0.662,0.261,0.257,0.144,0.662,0.033,0.086,-3.05e-4,0,0,0,0,8.317e-7,1.785,90.0116696,2.73,806.3,0.001018,332.953,0.428,1.465e7,10.6,90,0.05,0.13,0.018
8.43,1894.778,1894.778,141.551,141.596,-17.358,17.368,44.762,0.004,44.762,90.0116696,3.568,0.588,28.61,-80.6,0.1145916,1.8302818e-8,0.0035014,-1.0454888e-5,87.9490216,89.9543738,7814,2032,2.149,0.023,9.786,142.9,115.2,2.615,0,0,59.285,0.661,0.261,0.256,0.144,0.661,0.026,0.067,-4.99e-4,0,0,0,0,3.676e-5,1.807,90.0116696,2.684,805.6,0.001017,332.925,0.425,1.456e7,10.6,90,0.05,0.131,0.018
8.48,1901.834,1901.834,140.686,140.731,-17.255,17.261,44.94,0.004,44.94,90.0116696,3.543,0.442,28.61,-80.6,0.0494749,1.8223241e-8,0.005093,4.7507751e-6,87.83443,90.0116696,7814,2032,2.149,0.023,9.786,142.9,115.2,2.621,0,0,58.437,0.66,0.261,0.255,0.143,0.66,0.013,0.033,-3.355e-5,0,0,0,0,7.938e-5,1.867,90.0116696,2.638,804.9,0.001017,332.898,0.423,1.446e7,10.6,90,0.05,0.132,0.018
8.53,1908.846,1908.846,139.826,139.87,-17.157,17.158,45.116,0.004,45.116,90.0116696,3.526,0.198,28.61,-80.6,0.0386002,1.8239156e-8,-0.0054113,1.0757283e-5,87.7771342,90.0116696,7814,2032,2.149,0.023,9.786,142.9,115.2,2.622,0,0,57.602,0.659,0.261,0.254,0.143,0.659,0.01,0.026,2.245e-5,0,0,0,0,-9.248e-5,1.877,90.0116696,2.592,804.2,0.001016,332.87,0.42,1.436e7,10.6,90,0.05,0.132,0.018
8.58,1915.816,1915.816,138.97,139.015,-17.06,17.06,45.292,0.005,45.292,90.0116696,3.522,0.012,28.61,-80.6,0.1145916,1.8398311e-8,-0.0036606,4.5215919e-6,87.6625427,90.0116696,7814,2032,2.149,0.023,9.786,142.8,115.2,2.612,0,0,56.782,0.658,0.262,0.254,0.143,0.658,0.027,0.072,-1.646e-4,0,0,0,0,-4.023e-5,1.883,90.0116696,2.547,803.5,0.001015,332.842,0.418,1.427e7,10.6,90,0.05,0.133,0.018
8.63,1922.744,1922.744,138.12,138.165,-16.958,16.958,45.468,0.005,45.468,90.0116696,3.522,0.022,28.61,-80.6,0.1145916,1.6711269e-8,-9.5492966e-4,4.5502398e-6,87.6052469,90.0116696,7814,2032,2.149,0.023,9.786,142.8,115.2,2.609,0,0,55.974,0.657,0.262,0.253,0.142,0.657,0.031,0.08,2.879e-4,0,0,0,0,-3.148e-6,1.917,90.0116696,2.502,802.8,0.001015,332.815,0.415,1.417e7,10.6,90,0.05,0.134,0.018
8.68,1929.628,1929.628,137.275,137.32,-16.854,16.854,45.645,0.005,45.645,90.0116696,3.522,0.015,28.61,-80.6,0.1145916,1.7411551e-8,0.0015915,-6.3821132e-7,87.6052469,90.0116696,7814,2032,2.149,0.023,9.786,142.8,115.2,2.61,0,0,55.176,0.656,0.262,0.252,0.142,0.656,0.027,0.072,-1.37e-4,0,0,0,0,7.503e-6,1.903,90.0116696,2.457,802.1,0.001014,332.788,0.413,1.408e7,10.6,90,0.05,0.134,0.018
8.73,1936.471,1936.471,136.435,136.48,-16.744,16.746,45.821,0.005,45.821,90.0116696,3.518,0.239,28.61,-80.6,0.0224485,1.706141e-8,0.0031831,-2.0180847e-6,87.6625427,90.0116696,7814,2032,2.149,0.023,9.786,142.9,115.2,2.622,0,0,54.391,0.655,0.262,0.251,0.142,0.655,0.006,0.015,-1.44e-4,0,0,0,0,3.347e-5,1.97,90.0116696,2.413,801.4,0.001013,332.761,0.41,1.398e7,10.6,90,0.05,0.135,0.017
8.78,1943.272,1943.272,135.6,135.645,-16.635,16.643,45.996,0.005,45.996,90.0116696,3.498,0.517,28.61,-80.6,0.0572958,1.7204649e-8,-0.0023873,-1.1807705e-5,87.7198384,90.0116696,7814,2032,2.149,0.023,9.786,142.8,115.2,2.612,0,0,53.623,0.654,0.263,0.25,0.142,0.654,0.022,0.056,9.104e-5,0,0,0,0,-1.984e-5,2.082,90.0116696,2.369,800.7,0.001012,332.734,0.408,1.389e7,10.6,90,0.05,0.136,0.017
8.83,1950.031,1950.031,134.771,134.816,-16.536,16.545,46.17,0.005,46.17,90.0116696,3.47,0.551,28.61,-80.6,0.1145916,1.737972e-8,-1.5850241e-4,-4.9544934e-6,87.7771342,89.9543738,7814,2032,2.149,0.023,9.786,142.8,115.2,2.61,0,0,52.86,0.653,0.263,0.249,0.141,0.653,0.026,0.068,-4.322e-4,0,0,0,0,-8.335e-8,2.059,90.0116696,2.325,800,0.001012,332.708,0.405,1.38e7,10.6,90,0.05,0.136,0.017
8.88,1956.749,1956.749,133.946,133.991,-16.444,16.45,46.343,0.005,46.343,90.0116696,3.445,0.434,28.61,-80.6,0.0572958,1.6631692e-8,0.0015915,-7.615564e-6,87.7198384,89.9543738,7814,2032,2.149,0.023,9.786,142.9,115.2,2.615,0,0,52.106,0.653,0.263,0.248,0.141,0.653,0.015,0.039,-2.865e-4,0,0,0,0,7.755e-6,1.982,90.0116696,2.281,799.3,0.001011,332.681,0.403,1.37e7,10.6,90,0.05,0.137,0.017
8.93,1963.426,1963.426,133.126,133.171,-16.353,16.356,46.515,0.005,46.515,90.0116696,3.426,0.329,28.61,-80.6,0.0191826,1.6759016e-8,0.0022282,-8.6134655e-6,87.7198384,89.9543738,7814,2032,2.149,0.023,9.786,142.9,115.2,2.62,0,0,51.365,0.652,0.263,0.248,0.141,0.652,0.005,0.013,1.665e-4,0,0,0,0,1.777e-5,1.957,90.0116696,2.238,798.7,0.00101,332.655,0.401,1.361e7,10.6,90,0.05,0.138,0.017
8.98,1970.062,1970.062,132.311,132.355,-16.262,16.264,46.686,0.005,46.686,90.0116696,3.412,0.282,28.61,-80.6,2.8630701e-4,1.6727185e-8,0,0,87.6625427,90.0116696,7814,2032,2.149,0.023,9.786,142.9,115.2,2.622,0,0,50.641,0.651,0.263,0.247,0.141,0.651,7.256e-5,-9.697e-5,2.679e-4,0,0,0,0,0,1.994,90.0116696,2.195,798,0.00101,332.629,0.398,1.352e7,10.6,90,0.05,0.139,0.017
9.03,1976.657,1976.657,131.5,131.544,-16.174,16.175,46.856,0.005,46.856,90.0116696,3.399,0.195,28.61,-80.6,0.0349447,1.6822677e-8,-0.0022282,7.6442119e-6,87.6052469,90.0116696,7814,2032,2.149,0.023,9.786,142.9,115.2,2.617,0,0,49.926,0.65,0.264,0.246,0.14,0.65,0.009,0.023,-3.148e-4,0,0,0,0,-1.643e-5,1.989,90.0116696,2.152,797.3,0.001009,332.603,0.396,1.343e7,10.6,90,0.05,0.139,0.017
9.08,1983.212,1983.212,130.694,130.738,-16.09,16.09,47.026,0.005,47.026,90.0116696,3.393,0.034,28.61,-80.6,0.1145916,1.6806762e-8,-9.5492966e-4,-2.2090706e-6,87.6052469,90.0116696,7814,2032,2.149,0.023,9.786,142.8,115.2,2.607,0,0,49.219,0.649,0.264,0.245,0.14,0.649,0.026,0.066,-1.539e-4,0,0,0,0,-2.869e-6,1.88,90.0116696,2.109,796.7,0.001008,332.577,0.393,1.334e7,10.6,90,0.05,0.14,0.017
9.13,1989.726,1989.726,129.891,129.936,-16.004,16.004,47.195,0.005,47.195,90.0116696,3.393,0.028,28.61,-80.6,0.1145916,1.6727185e-8,0.0014324,7.7906345e-6,87.6052469,90.0116696,7814,2032,2.149,0.023,9.786,142.7,115.2,2.603,0,0,48.523,0.648,0.264,0.245,0.14,0.648,0.032,0.083,1.056e-4,0,0,0,0,7.71e-6,1.78,90.0116696,2.067,796,0.001008,332.551,0.391,1.325e7,10.6,90,0.05,0.141,0.017
9.18,1996.201,1996.201,129.093,129.138,-15.911,15.911,47.365,0.005,47.365,90.0116696,3.393,0.082,28.61,-80.6,0.0572958,1.6074649e-8,0.0035014,1.1257029e-5,87.6625427,90.0116696,7814,2032,2.149,0.023,9.786,142.8,115.2,2.609,0,0,47.836,0.648,0.264,0.244,0.14,0.648,0.02,0.052,-1.752e-4,0,0,0,0,4.558e-5,1.751,90.0116696,2.025,795.3,0.001007,332.526,0.389,1.316e7,10.6,90,0.05,0.141,0.017
9.23,2002.636,2002.636,128.3,128.345,-15.815,15.818,47.535,0.005,47.535,90.0116696,3.384,0.315,28.61,-80.6,0.0244023,1.610648e-8,-0.004138,1.2584381e-5,87.7198384,90.0116696,7814,2032,2.149,0.023,9.786,142.9,115.2,2.616,0,0,47.163,0.647,0.264,0.243,0.139,0.647,0.006,0.016,-2.148e-4,0,0,0,0,-6.375e-5,1.796,90.0116696,1.983,794.7,0.001006,332.501,0.386,1.307e7,10.6,90,0.05,0.142,0.016
