# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
7.908,1713.792,195.836,-20.817,195.951,20.825,51.64,0.013,51.64,0.015,6.713,0.584,28.61,-80.599,9.787,0.022,-1.599e-6,0.534,-3.257e-4,2.112e4,3404.8,19.733,0.089,271.05,212.211,3.782,0.588,4.318e7,0,233.231,0.616,0.616,0.402,0.144,0.07,0.004,0.016,2.134e-5,0,0,0,0,3.003e-5,0.025,15.558,190.094,87.484,0.026,1.969,3.86,823.921,333.638,0.05,0.06
7.958,1723.558,194.799,-20.687,194.913,20.693,51.975,0.013,51.975,0.015,6.686,0.493,28.61,-80.599,9.787,0.005,-9.954e-7,-0.597,-0.007,2.112e4,3404.8,19.733,0.089,271.107,212.211,3.786,0.585,4.292e7,0,230.419,0.616,0.616,0.402,0.144,0.07,9.465e-4,0.003,4.8e-4,0,0,0,0,-3.791e-5,0.025,15.558,190.094,87.455,0.023,1.955,3.797,822.932,333.6,0.05,0.06
8.008,1733.272,193.768,-20.562,193.882,20.565,52.309,0.014,52.309,0.015,6.666,0.345,28.61,-80.599,9.787,0.05,-1.38e-6,-0.392,2.345e-4,2.112e4,3404.8,19.733,0.089,270.906,212.211,3.773,0.581,4.265e7,0,227.638,0.616,0.616,0.402,0.144,0.07,0.009,0.035,-3.641e-4,0,0,0,0,-1.65e-5,0.025,15.558,190.094,87.429,0.02,1.861,3.734,821.949,333.562,0.05,0.061
8.058,1742.935,192.743,-20.43,192.857,20.434,52.641,0.014,52.641,0.015,6.647,0.413,28.61,-80.599,9.787,0.029,-1.399e-6,-0.165,-6.622e-4,2.112e4,3404.8,19.733,0.089,270.963,212.211,3.776,0.578,4.24e7,0,224.913,0.615,0.615,0.402,0.144,0.07,0.005,0.02,-1.083e-4,0,0,0,0,-2.941e-6,0.025,15.558,190.094,87.415,0.019,1.96,3.671,820.971,333.523,0.05,0.061
8.108,1752.546,191.724,-20.299,191.839,20.305,52.973,0.014,52.973,0.015,6.624,0.488,28.61,-80.599,9.787,0.004,-1.172e-6,-0.103,-1.888e-4,2.112e4,3404.8,19.733,0.089,271.01,212.211,3.779,0.575,4.214e7,0,222.224,0.615,0.615,0.402,0.143,0.07,7.353e-4,0.003,2.233e-4,0,0,0,0,-1.161e-6,0.025,15.558,190.094,87.409,0.019,2.041,3.608,819.998,333.486,0.05,0.061
8.158,1762.107,190.713,-20.176,190.827,20.18,53.304,0.014,53.304,0.015,6.601,0.412,28.61,-80.599,9.787,0.026,-1.372e-6,-3.202e-4,0.003,2.112e4,3404.8,19.733,0.089,270.92,212.211,3.774,0.573,4.189e7,0,219.554,0.615,0.615,0.402,0.143,0.069,0.005,0.019,-3.671e-4,0,0,0,0,0,0.024,15.558,190.094,87.407,0.02,1.946,3.546,819.031,333.448,0.05,0.062
8.208,1771.618,189.707,-20.053,189.821,20.056,53.633,0.014,53.633,0.015,6.582,0.381,28.61,-80.599,9.787,0.035,-1.841e-6,0.186,5.163e-4,2.112e4,3404.8,19.733,0.089,270.882,212.211,3.771,0.57,4.163e7,0,216.923,0.614,0.614,0.402,0.143,0.069,0.006,0.024,1.986e-4,0,0,0,0,3.894e-6,0.024,15.558,190.094,87.411,0.021,1.879,3.484,818.068,333.41,0.05,0.062
8.258,1781.078,188.707,-19.926,188.821,19.932,53.962,0.014,53.962,0.015,6.561,0.459,28.61,-80.599,9.787,0.007,-2.023e-6,0.307,0.005,2.112e4,3404.8,19.733,0.089,270.99,212.211,3.778,0.567,4.138e7,0,214.336,0.614,0.614,0.403,0.142,0.069,0.001,0.005,-2.613e-4,0,0,0,0,1.07e-5,0.024,15.558,190.094,87.424,0.024,1.907,3.423,817.11,333.373,0.05,0.062
8.308,1790.488,187.714,-19.8,187.828,19.809,54.289,0.015,54.289,0.015,6.535,0.592,28.61,-80.599,9.787,0.04,-1.05e-6,-0.217,-0.003,2.112e4,3404.8,19.733,0.089,270.817,212.211,3.767,0.564,4.113e7,0,211.792,0.614,0.614,0.403,0.142,0.069,0.007,0.028,3.606e-4,0,0,0,0,-5.377e-6,0.024,15.558,190.094,87.438,0.028,1.997,3.362,816.158,333.336,0.05,0.063
8.358,1799.849,186.727,-19.677,186.841,19.689,54.615,0.015,54.615,0.016,6.502,0.675,28.61,-80.599,9.787,0.07,-8.721e-7,0.13,6.959e-4,2.112e4,3404.8,19.733,0.089,270.682,212.211,3.758,0.561,4.089e7,0,209.282,0.613,0.613,0.403,0.142,0.069,0.013,0.049,4.135e-4,0,0,0,0,1.966e-6,0.024,15.558,190.094,87.441,0.029,2.074,3.301,815.211,333.299,0.05,0.063
8.408,1809.161,185.746,-19.565,185.859,19.572,54.94,0.015,54.94,0.016,6.472,0.518,28.61,-80.599,9.787,0.018,-1.782e-6,0.336,-0.004,2.112e4,3404.8,19.733,0.089,270.848,212.211,3.769,0.558,4.064e7,0,206.776,0.613,0.613,0.403,0.142,0.068,0.003,0.013,-3.844e-4,0,0,0,0,1.32e-5,0.024,15.558,190.094,87.428,0.029,1.926,3.24,814.268,333.263,0.05,0.063
8.458,1818.424,184.771,-19.453,184.883,19.458,55.263,0.015,55.263,0.016,6.449,0.431,28.61,-80.599,9.787,0.01,-1.653e-6,-0.353,-0.004,2.112e4,3404.8,19.733,0.089,270.893,212.211,3.772,0.555,4.039e7,0,204.317,0.613,0.613,0.403,0.141,0.068,0.002,0.007,3.732e-4,0,0,0,0,-1.469e-5,0.024,15.558,190.094,87.41,0.027,1.874,3.18,813.33,333.226,0.05,0.064
8.508,1827.638,183.801,-19.339,183.913,19.344,55.585,0.015,55.585,0.016,6.428,0.397,28.61,-80.599,9.787,0.021,-1.593e-6,-0.287,3.708e-4,2.112e4,3404.8,19.733,0.089,270.819,212.211,3.767,0.552,4.015e7,0,201.895,0.613,0.613,0.403,0.141,0.068,0.004,0.015,-4.362e-4,0,0,0,0,-9.826e-6,0.024,15.558,190.094,87.394,0.025,1.869,3.12,812.398,333.19,0.05,0.064
8.558,1836.804,182.837,-19.229,182.949,19.232,55.906,0.015,55.906,0.016,6.41,0.321,28.61,-80.599,9.787,0.047,-1.465e-6,-0.1,0.002,2.112e4,3404.8,19.733,0.089,270.704,212.211,3.76,0.549,3.991e7,0,199.498,0.612,0.612,0.403,0.141,0.068,0.009,0.032,3.007e-4,0,0,0,0,-1.199e-6,0.023,15.558,190.094,87.384,0.025,1.793,3.061,811.47,333.154,0.05,0.065
8.608,1845.922,181.878,-19.118,181.991,19.121,56.226,0.016,56.226,0.016,6.396,0.299,28.61,-80.599,9.787,0.053,-1.233e-6,0.187,0.003,2.112e4,3404.8,19.733,0.089,270.66,212.211,3.757,0.547,3.967e7,0,197.135,0.612,0.612,0.404,0.141,0.068,0.01,0.037,4.493e-4,0,0,0,0,4.268e-6,0.023,15.558,190.094,87.386,0.025,1.738,3.002,810.547,333.118,0.05,0.065
8.658,1854.992,180.925,-19.002,181.037,19.007,56.545,0.016,56.545,0.016,6.377,0.431,28.61,-80.599,9.787,0.004,-1.184e-6,0.3,-0.006,2.112e4,3404.8,19.733,0.089,270.807,212.211,3.766,0.544,3.943e7,0,194.815,0.612,0.612,0.404,0.14,0.068,7.12e-4,0.002,-8.466e-5,0,0,0,0,1.111e-5,0.023,15.558,190.094,87.399,0.025,1.833,2.943,809.629,333.082,0.05,0.066
8.708,1864.015,179.978,-18.892,180.09,18.898,56.863,0.016,56.863,0.016,6.355,0.451,28.61,-80.599,9.786,0.006,-1.958e-6,-0.312,0.001,2.112e4,3404.8,19.733,0.089,270.819,212.211,3.767,0.541,3.92e7,0,192.513,0.611,0.611,0.404,0.14,0.067,0.001,0.005,-2.69e-5,0,0,0,0,-1.211e-5,0.023,15.558,190.094,87.415,0.023,1.79,2.884,808.716,333.047,0.05,0.066
8.758,1872.99,179.036,-18.782,179.148,18.789,57.181,0.016,57.181,0.016,6.331,0.518,28.61,-80.599,9.786,0.033,-1.163e-6,-0.207,-0.002,2.112e4,3404.8,19.733,0.089,270.696,212.211,3.759,0.538,3.896e7,0,190.248,0.611,0.611,0.404,0.14,0.067,0.006,0.024,1.548e-4,0,0,0,0,-5.384e-6,0.023,15.558,190.094,87.428,0.021,1.816,2.826,807.808,333.011,0.05,0.067
8.808,1881.918,178.1,-18.675,178.211,18.682,57.496,0.016,57.496,0.016,6.304,0.543,28.61,-80.599,9.786,0.045,-1.374e-6,-0.009,0.002,2.112e4,3404.8,19.733,0.089,270.636,212.211,3.755,0.535,3.873e7,0,188.01,0.611,0.611,0.404,0.14,0.067,0.008,0.031,4.694e-4,0,0,0,0,-1.116e-8,0.023,15.558,190.094,87.434,0.019,1.82,2.768,806.904,332.976,0.05,0.067
8.858,1890.8,177.168,-18.571,177.28,18.578,57.811,0.017,57.811,0.016,6.277,0.517,28.61,-80.599,9.786,0.037,-1.217e-6,0.205,0.002,2.112e4,3404.8,19.733,0.089,270.651,212.211,3.756,0.533,3.85e7,0,185.797,0.611,0.611,0.404,0.14,0.067,0.007,0.026,-2.907e-5,0,0,0,0,5.394e-6,0.023,15.558,190.094,87.429,0.019,1.795,2.71,806.005,332.941,0.05,0.067
8.908,1899.635,176.242,-18.47,176.353,18.475,58.124,0.017,58.124,0.017,6.253,0.458,28.61,-80.599,9.786,0.017,-1.059e-6,0.299,0.005,2.112e4,3404.8,19.733,0.089,270.723,212.211,3.761,0.53,3.827e7,0,183.609,0.61,0.61,0.404,0.139,0.067,0.003,0.012,-5.427e-5,0,0,0,0,1.162e-5,0.023,15.558,190.094,87.415,0.02,1.751,2.652,805.111,332.906,0.05,0.068
8.958,1908.425,175.322,-18.364,175.432,18.372,58.436,0.017,58.436,0.017,6.228,0.548,28.61,-80.599,9.786,0.052,-1.112e-6,0.497,0.002,2.112e4,3404.8,19.733,0.089,270.563,212.211,3.751,0.527,3.805e7,0,181.472,0.61,0.61,0.404,0.139,0.067,0.01,0.036,2.384e-4,0,0,0,0,3.245e-5,0.022,15.558,190.094,87.396,0.021,1.908,2.595,804.221,332.872,0.05,0.068
9.008,1917.168,174.406,-18.266,174.516,18.273,58.747,0.017,58.747,0.017,6.202,0.481,28.61,-80.599,9.786,0.026,-2.044e-6,0.688,-7.838e-4,2.112e4,3404.8,19.733,0.089,270.647,212.211,3.756,0.525,3.782e7,0,179.343,0.61,0.61,0.404,0.139,0.066,0.005,0.018,4.855e-4,0,0,0,0,6.275e-5,0.022,15.558,190.094,87.366,0.022,1.902,2.538,803.336,332.837,0.05,0.069
9.058,1925.865,173.495,-18.172,173.605,18.175,59.056,0.017,59.056,0.017,6.181,0.372,28.61,-80.599,9.786,0.016,-2.621e-6,-0.67,0.007,2.112e4,3404.8,19.733,0.089,270.66,212.211,3.757,0.522,3.759e7,0,177.237,0.61,0.61,0.405,0.139,0.066,0.003,0.011,2.769e-4,0,0,0,0,-6.012e-5,0.022,15.558,190.094,87.331,0.024,1.855,2.482,802.456,332.803,0.05,0.069
9.108,1934.517,172.589,-18.072,172.699,18.077,59.365,0.017,59.365,0.017,6.161,0.416,28.61,-80.599,9.786,0.001,-3.044e-6,0.682,-0.011,2.112e4,3404.8,19.733,0.089,270.696,212.211,3.759,0.519,3.737e7,0,175.177,0.609,0.609,0.405,0.138,0.066,2.1e-4,0.001,-4.856e-4,0,0,0,0,6.301e-5,0.022,15.558,190.094,87.297,0.026,1.992,2.426,801.58,332.769,0.05,0.069
9.158,1943.124,171.687,-17.981,171.797,17.983,59.673,0.018,59.673,0.017,6.143,0.283,28.61,-80.599,9.786,0.052,-2.412e-6,-0.545,0.002,2.112e4,3404.8,19.733,0.089,270.504,212.211,3.747,0.517,3.715e7,0,173.12,0.609,0.609,0.405,0.138,0.066,0.01,0.036,4.866e-4,0,0,0,0,-4.059e-5,0.022,15.558,190.094,87.266,0.026,1.896,2.37,800.709,332.735,0.05,0.069
9.208,1951.686,170.791,-17.889,170.901,17.89,59.979,0.018,59.979,0.017,6.132,0.198,28.61,-80.599,9.786,0.086,-1.536e-6,-0.233,-0.002,2.112e4,3404.8,19.733,0.089,270.362,212.211,3.738,0.514,3.693e7,0,171.093,0.609,0.609,0.405,0.138,0.066,0.016,0.06,4.302e-4,0,0,0,0,-7.48e-6,0.022,15.558,190.094,87.246,0.025,1.825,2.314,799.842,332.701,0.05,0.07
9.258,1960.203,169.899,-17.795,170.009,17.796,60.286,0.018,60.286,0.017,6.123,0.165,28.61,-80.599,9.786,0.099,-1.662e-6,0.184,-0.002,2.112e4,3404.8,19.733,0.089,270.303,212.211,3.734,0.511,3.671e7,0,169.09,0.608,0.609,0.405,0.138,0.066,0.018,0.069,-4.031e-4,0,0,0,0,4.754e-6,0.022,15.558,190.094,87.244,0.023,1.759,2.259,798.98,332.668,0.05,0.07
9.308,1968.676,169.011,-17.7,169.122,17.701,60.592,0.018,60.592,0.017,6.114,0.186,28.61,-80.599,9.786,0.088,-6.342e-7,0.572,0.001,2.112e4,3404.8,19.733,0.089,270.33,212.211,3.736,0.509,3.649e7,0,167.111,0.608,0.608,0.405,0.138,0.066,0.016,0.061,9.525e-5,0,0,0,0,4.623e-5,0.022,15.558,190.094,87.264,0.023,1.702,2.204,798.123,332.634,0.05,0.07
9.358,1977.104,168.129,-17.607,168.239,17.608,60.897,0.018,60.897,0.017,6.106,0.188,28.61,-80.599,9.786,0.084,-1.333e-6,1.003,0.001,2.112e4,3404.8,19.733,0.089,270.335,212.211,3.736,0.506,3.627e7,0,165.149,0.608,0.608,0.405,0.137,0.065,0.016,0.058,2.797e-5,0,0,0,0,1.435e-4,0.022,15.558,190.094,87.304,0.024,1.562,2.149,797.269,332.601,0.05,0.071
9.408,1985.489,167.251,-17.504,167.362,17.51,61.202,0.019,61.202,0.017,6.089,0.443,28.61,-80.599,9.786,0.028,-4.167e-7,-1.08,-0.005,2.112e4,3404.8,19.733,0.089,270.545,212.211,3.75,0.503,3.606e7,0,163.236,0.608,0.608,0.405,0.137,0.065,0.005,0.019,-3.074e-4,0,0,0,0,-1.682e-4,0.021,15.558,190.094,87.358,0.026,1.715,2.094,796.421,332.568,0.05,0.071
9.458,1993.83,166.378,-17.41,166.488,17.418,61.506,0.019,61.506,0.017,6.064,0.547,28.61,-80.599,9.786,0.077,-2.135e-6,-0.864,0.001,2.112e4,3404.8,19.733,0.089,270.342,212.211,3.737,0.501,3.585e7,0,161.335,0.608,0.608,0.406,0.137,0.065,0.014,0.054,-1.334e-4,0,0,0,0,-1.089e-4,0.021,15.558,190.094,87.408,0.026,1.696,2.04,795.577,332.535,0.05,0.071
9.508,2002.127,165.51,-17.317,165.62,17.329,61.808,0.019,61.808,0.018,6.035,0.636,28.61,-80.599,9.786,0.12,-1.044e-6,-0.47,1.732e-4,2.112e4,3404.8,19.733,0.089,270.172,212.211,3.726,0.498,3.563e7,0,159.465,0.607,0.607,0.406,0.137,0.065,0.022,0.084,4.456e-4,0,0,0,0,-3.246e-5,0.021,15.558,190.094,87.442,0.024,1.711,1.986,794.747,332.503,0.05,0.072
9.558,2010.381,164.646,-17.224,164.756,17.242,62.109,0.019,62.109,0.018,5.999,0.779,28.61,-80.599,9.786,0.186,-1.591e-6,0.189,5.665e-4,2.112e4,3404.8,19.733,0.089,269.917,212.211,3.709,0.496,3.543e7,0,157.643,0.607,0.607,0.406,0.137,0.065,0.035,0.128,-4.561e-5,0,0,0,0,5.321e-6,0.021,15.558,190.094,87.449,0.023,1.876,1.933,793.953,332.47,0.05,0.072
9.608,2018.592,163.787,-17.138,163.896,17.156,62.408,0.019,62.408,0.018,5.959,0.783,28.61,-80.599,9.786,0.19,-4.719e-7,0.95,0.003,2.112e4,3404.8,19.733,0.089,269.893,212.211,3.708,0.493,3.522e7,0,155.827,0.607,0.607,0.406,0.136,0.065,0.035,0.131,-2.995e-4,0,0,0,0,1.358e-4,0.021,15.558,190.094,87.42,0.022,1.965,1.879,793.163,332.438,0.05,0.072
9.658,2026.759,162.932,-17.055,163.04,17.07,62.705,0.019,62.705,0.018,5.922,0.714,28.61,-80.599,9.786,0.159,-1.807e-6,1.659,0.001,2.112e4,3404.8,19.733,0.089,269.997,212.211,3.714,0.491,3.501e7,0,154.028,0.607,0.607,0.406,0.136,0.065,0.03,0.11,-4.104e-4,0,0,0,0,4.18e-4,0.021,15.558,190.094,87.354,0.022,2.062,1.826,792.376,332.405,0.05,0.072
9.708,2034.885,162.082,-16.978,162.189,16.987,63.001,0.02,63.001,0.018,5.889,0.555,28.61,-80.599,9.786,0.086,-6.07e-6,2.169,0.002,2.112e4,3404.8,19.733,0.089,270.265,212.211,3.732,0.488,3.481e7,0,152.243,0.606,0.606,0.406,0.136,0.064,0.016,0.059,-1.277e-4,0,0,0,0,7.222e-4,0.021,15.558,190.094,87.257,0.022,2.12,1.773,791.594,332.373,0.05,0.073
9.758,2042.968,161.234,-16.908,161.341,16.91,63.294,0.02,63.294,0.018,5.869,0.248,28.61,-80.599,9.786,0.059,-1.193e-6,-2.216,0.007,2.112e4,3404.8,19.733,0.089,270.353,212.211,3.737,0.486,3.46e7,0,150.469,0.606,0.606,0.406,0.136,0.064,0.011,0.041,3.422e-4,0,0,0,0,-7.62e-4,0.021,15.558,190.094,87.144,0.023,2.002,1.721,790.816,332.342,0.05,0.073
9.808,2051.008,160.391,-16.84,160.498,16.84,63.588,0.02,63.588,0.018,5.865,0.023,28.61,-80.599,9.786,0.188,7.232e-7,-1.683,9.748e-4,2.112e4,3404.8,19.733,0.089,269.862,212.211,3.706,0.483,3.44e7,0,148.732,0.606,0.606,0.406,0.136,0.064,0.035,0.13,-2.46e-4,0,0,0,0,-4.441e-4,0.021,15.558,190.094,87.044,0.025,1.881,1.668,790.042,332.31,0.05,0.073
9.858,2059.007,159.551,-16.759,159.659,16.759,63.881,0.02,63.881,0.018,5.866,0.005,28.61,-80.599,9.786,0.183,-1.811e-6,-1.001,0.003,2.112e4,3404.8,19.733,0.089,269.87,212.211,3.706,0.481,3.42e7,0,147.028,0.606,0.606,0.406,0.135,0.064,0.034,0.127,4.824e-4,0,0,0,0,-1.589e-4,0.02,15.558,190.094,86.978,0.027,2.046,1.616,789.272,332.278,0.05,0.073
9.908,2066.963,158.715,-16.68,158.823,16.68,64.174,0.02,64.174,0.018,5.867,0.029,28.61,-80.599,9.786,0.196,-1.288e-6,-0.28,1.282e-4,2.112e4,3404.8,19.733,0.089,269.813,212.211,3.703,0.478,3.4e7,0,145.331,0.605,0.606,0.406,0.135,0.064,0.037,0.135,-3.106e-4,0,0,0,0,-1.255e-5,0.02,15.558,190.094,86.946,0.029,2.054,1.565,788.507,332.247,0.05,0.074
9.958,2074.878,157.883,-16.6,157.992,16.6,64.468,0.02,64.468,0.018,5.869,0.021,28.61,-80.599,9.786,0.193,-1.478e-6,0.489,-0.001,2.112e4,3404.8,19.733,0.089,269.818,212.211,3.703,0.476,3.38e7,0,143.647,0.605,0.605,0.407,0.135,0.064,0.036,0.133,-4.778e-4,0,0,0,0,3.864e-5,0.02,15.558,190.094,86.952,0.029,2.004,1.513,787.745,332.216,0.05,0.074
10.008,2082.752,157.055,-16.51,157.164,16.511,64.761,0.021,64.761,0.018,5.864,0.188,28.61,-80.599,9.786,0.09,-1.417e-6,0.988,0.003,2.112e4,3404.8,19.733,0.089,270.194,212.211,3.727,0.473,3.36e7,0,141.988,0.605,0.605,0.407,0.135,0.064,0.017,0.062,1.084e-4,0,0,0,0,1.596e-4,0.02,15.558,190.094,86.991,0.029,2.148,1.462,786.987,332.185,0.05,0.074
10.058,2090.584,156.232,-16.423,156.341,16.427,65.054,0.021,65.054,0.018,5.851,0.351,28.61,-80.599,9.786,0.005,-8.386e-7,1.171,0.023,2.112e4,3404.8,19.733,0.089,270.53,212.211,3.749,0.471,3.341e7,0,140.349,0.605,0.605,0.407,0.135,0.063,0.001,0.003,3.703e-4,0,0,0,0,2.267e-4,0.02,15.558,190.094,87.047,0.029,2.197,1.411,786.233,332.154,0.05,0.074
10.108,2098.375,155.413,-16.339,155.522,16.347,65.346,0.021,65.346,0.018,5.829,0.501,28.61,-80.599,9.786,0.074,-2.623e-6,-1.037,0.004,2.112e4,3404.8,19.733,0.089,270.232,212.211,3.729,0.469,3.321e7,0,138.734,0.605,0.605,0.407,0.134,0.063,0.014,0.051,-7.349e-5,0,0,0,0,-1.794e-4,0.02,15.558,190.094,87.103,0.027,2.24,1.361,785.483,332.123,0.05,0.075
10.158,2106.125,154.598,-16.26,154.707,16.27,65.637,0.021,65.637,0.019,5.802,0.579,28.61,-80.599,9.786,0.118,-8.947e-7,-0.681,4.344e-4,2.112e4,3404.8,19.733,0.089,270.06,212.211,3.718,0.466,3.302e7,0,137.134,0.604,0.604,0.407,0.134,0.063,0.022,0.082,-3.994e-4,0,0,0,0,-7.829e-5,0.02,15.558,190.094,87.147,0.026,2.225,1.31,784.737,332.093,0.05,0.075
10.208,2113.835,153.787,-16.184,153.895,16.195,65.926,0.021,65.926,0.019,5.773,0.574,28.61,-80.599,9.786,0.121,-7.73e-7,-0.269,-2.617e-4,2.112e4,3404.8,19.733,0.089,270.043,212.211,3.717,0.464,3.282e7,0,135.543,0.604,0.604,0.407,0.134,0.063,0.022,0.084,3.07e-4,0,0,0,0,-1.237e-5,0.02,15.558,190.094,87.171,0.024,2.153,1.26,783.995,332.063,0.05,0.075
10.258,2121.504,152.979,-16.109,153.087,16.12,66.214,0.022,66.214,0.019,5.744,0.598,28.61,-80.599,9.786,0.136,-1.079e-6,0.183,0.002,2.112e4,3404.8,19.733,0.089,269.977,212.211,3.713,0.461,3.263e7,0,133.982,0.604,0.604,0.407,0.134,0.063,0.025,0.094,3.33e-4,0,0,0,0,5.796e-6,0.02,15.558,190.094,87.172,0.023,2.178,1.21,783.257,332.032,0.05,0.076
10.308,2129.133,152.176,-16.035,152.283,16.047,66.501,0.022,66.501,0.019,5.713,0.613,28.61,-80.599,9.786,0.146,-1.61e-6,0.681,8.856e-4,2.112e4,3404.8,19.733,0.089,269.931,212.211,3.71,0.459,3.244e7,0,132.442,0.604,0.604,0.407,0.134,0.063,0.027,0.101,2.865e-4,0,0,0,0,8.079e-5,0.02,15.558,190.094,87.151,0.023,2.252,1.161,782.523,332.002,0.05,0.076
10.358,2136.722,151.376,-15.965,151.482,15.975,66.785,0.022,66.785,0.019,5.684,0.558,28.61,-80.599,9.786,0.119,7.146e-7,1.139,0.002,2.112e4,3404.8,19.733,0.089,270.026,212.211,3.716,0.457,3.225e7,0,130.912,0.604,0.604,0.407,0.134,0.063,0.022,0.082,2.291e-4,0,0,0,0,2.282e-4,0.019,15.558,190.094,87.104,0.023,2.287,1.111,781.792,331.972,0.05,0.076
10.408,2144.27,150.579,-15.899,150.685,15.905,67.069,0.022,67.069,0.019,5.658,0.451,28.61,-80.599,9.786,0.061,-3.184e-6,1.445,-7.064e-4,2.112e4,3404.8,19.733,0.089,270.234,212.211,3.73,0.454,3.206e7,0,129.396,0.603,0.603,0.407,0.133,0.063,0.011,0.041,-2.358e-4,0,0,0,0,3.713e-4,0.019,15.558,190.094,87.039,0.025,2.291,1.062,781.066,331.943,0.05,0.077
10.458,2151.78,149.786,-15.834,149.892,15.837,67.351,0.022,67.351,0.019,5.639,0.336,28.61,-80.599,9.786,0.002,0,-1.529,-0.023,2.112e4,3404.8,19.733,0.089,270.468,212.211,3.745,0.452,3.187e7,0,127.9,0.603,0.603,0.407,0.133,0.063,4.377e-4,0.002,9.963e-5,0,0,0,0,-4.202e-4,0.019,15.558,190.094,86.963,0.027,2.299,1.013,780.343,331.913,0.05,0.077
10.508,2159.249,148.996,-15.767,149.102,15.77,67.633,0.023,67.633,0.019,5.623,0.277,28.61,-80.599,9.786,0.036,-1.251e-6,-1.484,-0.002,2.112e4,3404.8,19.733,0.089,270.314,212.211,3.735,0.45,3.169e7,0,126.43,0.603,0.603,0.408,0.133,0.062,0.007,0.026,3.538e-4,0,0,0,0,-3.999e-4,0.019,15.558,190.094,86.887,0.028,2.383,0.965,779.624,331.884,0.05,0.077
10.558,2166.679,148.209,-15.705,148.315,15.706,67.914,0.023,67.914,0.019,5.613,0.141,28.61,-80.599,9.786,0.113,-3.767e-7,-1.231,-0.002,2.112e4,3404.8,19.733,0.089,270.013,212.211,3.715,0.447,3.15e7,0,124.967,0.603,0.603,0.408,0.133,0.062,0.021,0.078,-3.741e-4,0,0,0,0,-2.781e-4,0.019,15.558,190.094,86.818,0.03,2.328,0.917,778.909,331.854,0.05,0.077
10.608,2174.07,147.425,-15.643,147.532,15.643,68.194,0.023,68.194,0.019,5.609,0.042,28.61,-80.599,9.786,0.17,-7.602e-7,-0.751,-0.001,2.112e4,3404.8,19.733,0.089,269.792,212.211,3.701,0.445,3.132e7,0,123.523,0.603,0.603,0.408,0.133,0.062,0.032,0.118,-4.011e-4,0,0,0,0,-1.045e-4,0.019,15.558,190.094,86.768,0.031,2.273,0.869,778.197,331.825,0.05,0.077
10.658,2181.422,146.645,-15.573,146.752,15.573,68.475,0.023,68.475,0.019,5.606,0.088,28.61,-80.599,9.785,0.146,-1.905e-6,-0.269,0.001,2.112e4,3404.8,19.733,0.089,269.876,212.211,3.707,0.443,3.113e7,0,122.099,0.602,0.602,0.408,0.133,0.062,0.027,0.1,-3.054e-4,0,0,0,0,-1.352e-5,0.019,15.558,190.094,86.743,0.032,2.365,0.821,777.49,331.796,0.05,0.078
10.708,2188.735,145.868,-15.506,145.975,15.506,68.755,0.023,68.755,0.019,5.602,0.086,28.61,-80.599,9.785,0.146,-1.204e-6,0.208,7.978e-5,2.112e4,3404.8,19.733,0.089,269.866,212.211,3.706,0.44,3.095e7,0,120.683,0.602,0.602,0.408,0.132,0.062,0.027,0.101,5.199e-5,0,0,0,0,8.214e-6,0.019,15.558,190.094,86.742,0.032,2.326,0.773,776.786,331.767,0.05,0.078
10.758,2196.009,145.094,-15.436,145.202,15.437,69.035,0.023,69.035,0.019,5.596,0.141,28.61,-80.599,9.785,0.113,-1.541e-6,0.607,-0.001,2.112e4,3404.8,19.733,0.089,269.982,212.211,3.713,0.438,3.077e7,0,119.282,0.602,0.602,0.408,0.132,0.062,0.021,0.078,-1.544e-4,0,0,0,0,7.054e-5,0.019,15.558,190.094,86.763,0.031,2.322,0.726,776.086,331.739,0.05,0.078
10.808,2203.244,144.324,-15.366,144.432,15.368,69.314,0.024,69.314,0.02,5.588,0.205,28.61,-80.599,9.785,0.073,-1.664e-6,0.902,3.2e-4,2.112e4,3404.8,19.733,0.089,270.125,212.211,3.723,0.436,3.059e7,0,117.895,0.602,0.602,0.408,0.132,0.062,0.014,0.05,-2.834e-4,0,0,0,0,1.575e-4,0.018,15.558,190.094,86.802,0.029,2.292,0.679,775.389,331.71,0.05,0.078
