# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
56.136,2363.618,-21.764,0.025,21.764,0.08,78.781,0.102,78.781,0.074,2.103,0.076,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.066,4.541e6,0,207.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.979,-0.434,758.905,331.036,0.5,0.16
56.636,2352.739,-21.752,0.024,21.752,0.027,77.731,0.101,77.731,0.075,2.097,0.012,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.066,4.542e6,0,207.168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.082,-0.364,759.953,331.079,0.5,0.16
57.136,2341.866,-21.74,0.024,21.74,0.059,76.69,0.101,76.69,0.076,2.07,0.053,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.066,4.544e6,0,207.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.984,-0.293,761,331.121,0.5,0.161
57.636,2330.999,-21.728,0.024,21.728,0.071,75.646,0.101,75.646,0.077,2.103,0.066,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.066,4.546e6,0,207.179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.223,-0.222,762.046,331.164,0.5,0.161
58.136,2320.139,-21.715,0.024,21.716,0.057,74.601,0.101,74.601,0.078,2.077,0.052,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.066,4.547e6,0,207.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.994,-0.151,763.092,331.207,0.5,0.161
58.636,2309.284,-21.702,0.027,21.706,0.238,73.592,0.101,73.592,0.078,1.959,0.237,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.066,4.549e6,0,207.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.559,-0.081,764.138,331.25,0.5,0.161
59.136,2298.436,-21.691,0.023,21.691,0.083,72.603,0.101,72.603,0.079,1.999,0.08,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.066,4.55e6,0,207.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.142,-0.01,765.182,331.293,0.5,0.161
59.636,2287.594,-21.679,0.023,21.679,0.089,71.614,0.1,71.614,0.08,1.956,0.085,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.552e6,0,207.164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.816,0.06,766.227,331.335,0.5,0.161
60.136,2276.757,-21.667,0.023,21.667,0.042,70.641,0.1,70.641,0.081,1.939,0.035,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.553e6,0,207.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.886,0.131,767.27,331.378,0.5,0.161
60.636,2265.927,-21.655,0.025,21.656,0.151,69.69,0.1,69.69,0.082,1.864,0.149,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.555e6,0,207.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.616,0.201,768.313,331.421,0.5,0.161
61.136,2255.102,-21.643,0.024,21.644,0.115,68.744,0.1,68.744,0.083,1.921,0.112,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.557e6,0,207.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.119,0.271,769.356,331.463,0.5,0.161
61.636,2244.284,-21.631,0.024,21.632,0.122,67.768,0.1,67.768,0.084,1.981,0.12,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.558e6,0,207.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.191,0.342,770.398,331.506,0.5,0.161
62.136,2233.471,-21.619,0.023,21.62,0.075,66.769,0.1,66.769,0.086,2.016,0.071,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.56e6,0,207.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.143,0.412,771.439,331.549,0.5,0.161
62.636,2222.664,-21.608,0.023,21.608,0.04,65.757,0.1,65.757,0.087,2.032,0.032,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.561e6,0,207.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.094,0.482,772.48,331.591,0.5,0.161
63.136,2211.863,-21.596,0.024,21.597,0.114,64.755,0.099,64.755,0.088,1.976,0.112,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.563e6,0,207.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.792,0.553,773.52,331.634,0.5,0.161
63.636,2201.068,-21.584,0.023,21.584,0.024,63.767,0.099,63.767,0.089,1.974,0.005,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.564e6,0,207.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.971,0.623,774.559,331.676,0.5,0.161
64.136,2190.279,-21.573,0.024,21.573,0.101,62.768,0.099,62.768,0.09,2.023,0.098,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.566e6,0,207.179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.196,0.693,775.599,331.719,0.5,0.161
64.636,2179.495,-21.561,0.023,21.561,0.054,61.751,0.099,61.751,0.092,2.047,0.049,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.568e6,0,207.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.136,0.763,776.637,331.761,0.5,0.161
65.136,2168.718,-21.549,0.023,21.55,0.093,60.738,0.099,60.738,0.093,2.002,0.09,28.61,-80.599,9.785,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.569e6,0,207.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.857,0.833,777.675,331.804,0.5,0.161
65.636,2157.946,-21.538,0.023,21.538,0.024,59.738,0.099,59.738,0.095,1.999,0.007,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.571e6,0,207.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.993,0.903,778.712,331.846,0.5,0.161
66.136,2147.18,-21.526,0.023,21.527,0.085,58.728,0.098,58.728,0.096,2.04,0.082,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.572e6,0,207.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.184,0.973,779.749,331.889,0.5,0.161
66.636,2136.42,-21.515,0.023,21.515,0.041,57.704,0.098,57.704,0.098,2.057,0.034,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.574e6,0,207.157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.12,1.043,780.785,331.931,0.5,0.161
67.136,2125.665,-21.503,0.023,21.503,0.044,56.671,0.098,56.671,0.099,2.075,0.038,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.575e6,0,207.159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.145,1.113,781.821,331.974,0.5,0.162
67.636,2114.917,-21.492,0.023,21.492,0.069,55.642,0.098,55.642,0.101,2.043,0.065,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.577e6,0,207.164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.939,1.183,782.856,332.016,0.5,0.162
68.136,2104.173,-21.48,0.023,21.48,0.036,54.623,0.098,54.624,0.103,2.029,0.027,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.578e6,0,207.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.989,1.253,783.891,332.058,0.5,0.162
68.636,2093.436,-21.469,0.023,21.469,0.065,53.601,0.098,53.601,0.104,2.059,0.06,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.58e6,0,207.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.167,1.323,784.925,332.101,0.5,0.162
69.136,2082.705,-21.457,0.023,21.458,0.106,52.585,0.098,52.585,0.106,2.008,0.104,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.581e6,0,207.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.838,1.393,785.959,332.143,0.5,0.162
69.636,2071.979,-21.446,0.023,21.446,0.069,51.589,0.097,51.589,0.108,1.975,0.065,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.583e6,0,207.157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.871,1.462,786.991,332.185,0.5,0.162
70.136,2061.259,-21.435,0.022,21.435,0.026,50.6,0.097,50.6,0.11,1.981,0.012,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.584e6,0,207.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.008,1.532,788.024,332.227,0.5,0.162
70.636,2050.544,-21.423,0.023,21.424,0.097,49.621,0.097,49.621,0.112,1.934,0.094,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.065,4.586e6,0,207.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.782,1.602,789.056,332.27,0.5,0.162
71.136,2039.835,-21.412,0.023,21.413,0.122,48.669,0.097,48.669,0.114,1.874,0.12,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.587e6,0,207.178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.678,1.671,790.087,332.312,0.5,0.162
71.636,2029.132,-21.401,0.023,21.401,0.107,47.745,0.097,47.745,0.116,1.822,0.105,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.589e6,0,207.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.651,1.741,791.118,332.354,0.5,0.162
72.136,2018.435,-21.389,0.023,21.39,0.114,46.821,0.097,46.821,0.118,1.877,0.111,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.59e6,0,207.171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.07,1.811,792.148,332.396,0.5,0.162
72.636,2007.743,-21.378,0.023,21.379,0.124,45.867,0.096,45.867,0.121,1.938,0.122,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.592e6,0,207.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.149,1.88,793.178,332.438,0.5,0.162
73.136,1997.057,-21.367,0.022,21.368,0.091,44.887,0.096,44.887,0.123,1.982,0.088,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.593e6,0,207.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.136,1.95,794.207,332.48,0.5,0.162
73.636,1986.376,-21.356,0.022,21.356,0.087,43.885,0.096,43.885,0.126,2.024,0.085,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.595e6,0,207.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.172,2.019,795.25,332.522,0.5,0.162
74.136,1975.701,-21.344,0.024,21.346,0.187,42.85,0.096,42.85,0.128,2.117,0.185,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.597e6,0,207.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.434,2.089,796.331,332.565,0.5,0.162
74.636,1965.032,-21.333,0.022,21.333,0.029,41.793,0.096,41.793,0.131,2.108,0.018,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.598e6,0,207.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.083,2.158,797.412,332.607,0.5,0.162
75.136,1954.369,-21.32,0.025,21.323,0.221,40.767,0.096,40.767,0.135,1.998,0.219,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.6e6,0,207.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.637,2.227,798.491,332.649,0.5,0.162
75.636,1943.712,-21.309,0.023,21.31,0.129,39.784,0.096,39.784,0.138,1.935,0.127,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.601e6,0,207.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.727,2.297,799.571,332.691,0.5,0.162
76.136,1933.06,-21.298,0.022,21.298,0.034,38.813,0.095,38.813,0.141,1.947,0.026,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.603e6,0,207.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.996,2.366,800.649,332.733,0.5,0.163
76.636,1922.414,-21.286,0.023,21.286,0.076,37.83,0.095,37.83,0.144,1.984,0.072,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.605e6,0,207.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.11,2.435,801.727,332.775,0.5,0.163
77.136,1911.774,-21.275,0.023,21.275,0.024,36.839,0.095,36.839,0.148,1.98,0.007,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.606e6,0,207.167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.974,2.504,802.805,332.817,0.5,0.163
77.636,1901.139,-21.263,0.023,21.263,0.025,35.848,0.095,35.848,0.152,1.985,0.011,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.608e6,0,207.171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.009,2.573,803.882,332.858,0.5,0.163
78.136,1890.511,-21.252,0.023,21.252,0.045,34.86,0.095,34.86,0.156,1.966,0.039,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.61e6,0,207.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.907,2.643,804.958,332.9,0.5,0.163
78.636,1879.888,-21.24,0.023,21.241,0.108,33.891,0.095,33.891,0.16,1.913,0.106,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.611e6,0,207.196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.743,2.712,806.034,332.942,0.5,0.163
79.136,1869.271,-21.229,0.023,21.229,0.072,32.926,0.095,32.926,0.165,1.947,0.068,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.613e6,0,207.179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.067,2.781,807.109,332.984,0.5,0.163
79.636,1858.659,-21.217,0.023,21.218,0.13,31.968,0.094,31.968,0.169,1.883,0.128,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.614e6,0,207.202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.677,2.85,808.184,333.026,0.5,0.163
80.136,1848.054,-21.205,0.023,21.206,0.077,31.036,0.094,31.036,0.174,1.846,0.074,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.616e6,0,207.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.729,2.919,809.258,333.068,0.5,0.163
80.636,1837.454,-21.194,0.023,21.194,0.051,30.107,0.094,30.107,0.179,1.869,0.046,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.617e6,0,207.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.951,2.988,810.331,333.109,0.5,0.163
81.136,1826.86,-21.183,0.023,21.183,0.067,29.164,0.094,29.164,0.185,1.901,0.063,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.619e6,0,207.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.012,3.057,811.404,333.151,0.5,0.163
81.636,1816.271,-21.172,0.023,21.172,0.071,28.222,0.094,28.222,0.19,1.867,0.067,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.621e6,0,207.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.762,3.125,812.477,333.193,0.5,0.163
82.136,1805.688,-21.16,0.023,21.16,0.062,27.281,0.094,27.281,0.197,1.896,0.058,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.064,4.622e6,0,207.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.999,3.194,813.548,333.235,0.5,0.163
82.636,1795.111,-21.148,0.024,21.15,0.157,26.314,0.094,26.314,0.204,1.974,0.155,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.063,4.624e6,0,207.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.237,3.263,814.62,333.276,0.5,0.163
83.136,1784.54,-21.137,0.023,21.138,0.122,25.312,0.093,25.312,0.211,2.034,0.12,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.063,4.625e6,0,207.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.239,3.332,815.69,333.318,0.5,0.163
83.636,1773.974,-21.125,0.023,21.128,0.182,24.272,0.093,24.272,0.22,2.124,0.181,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.063,4.627e6,0,207.226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.429,3.4,816.76,333.36,0.5,0.163
84.136,1763.414,-21.114,0.022,21.115,0.12,23.195,0.093,23.195,0.23,2.183,0.118,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.063,4.628e6,0,207.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.384,3.469,817.83,333.401,0.5,0.163
84.636,1752.859,-21.104,0.021,21.104,0.051,22.109,0.093,22.11,0.241,2.16,0.047,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.063,4.63e6,0,207.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.088,3.538,818.898,333.443,0.5,0.163
85.136,1742.31,-21.093,0.022,21.093,0.022,21.03,0.093,21.03,0.253,2.158,0.003,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.063,4.631e6,0,207.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.159,3.606,819.967,333.484,0.5,0.163
85.636,1731.767,-21.081,0.023,21.082,0.126,19.966,0.093,19.966,0.266,2.096,0.124,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.112e4,3404.8,NaN,NaN,NaN,NaN,NaN,0.063,4.633e6,0,207.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.897,3.675,821.034,333.526,0.5,0.164
