# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
102.3494661,723.9404615,2103.9404615,-25.6994357,25.7662538,0.0326621,0.0395471,-45.1389845,0.0747736,45.1390464,270.0949115,1.854411,0.0222971,43.8000007,-120.6305624,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7986407,0,115.1993914,-10.8893376,0,0,76.8186104,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9197692,90,1.324387,784.9474574,9.9626913e-4,332.1014785,0.0773845,2.5958457e6,10.5791,87.8996865,0.5,0.5228852,0.0027186
102.8494661,711.0948264,2091.0948264,-25.6831047,25.7507704,0.033128,0.1066809,-46.0689771,0.0745217,46.0690373,270.0926823,1.8655595,0.1014069,43.8000007,-120.630574,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7986802,0,115.1993914,-10.8893376,0,0,76.8266091,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1375267,90,1.4078836,786.1838967,9.9753498e-4,332.1520775,0.0773277,2.5970085e6,10.5791,87.8996865,0.5,0.5230075,0.0027171
103.3494661,698.257415,2078.257415,-25.6665407,25.7379753,0.0323301,0.0366667,-47.0144327,0.0742711,47.0144913,270.090513,1.916263,0.0172978,43.8000007,-120.6305858,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7987196,0,115.1993914,-10.8893376,0,0,76.8164929,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9684779,90,1.4913268,787.4195445,9.9879926e-4,332.202644,0.0772619,2.5978618e6,10.5791,87.8996865,0.5,0.5231328,0.0027161
103.8494661,685.428186,2065.428186,-25.6503756,25.722501,0.0323049,0.0326347,-47.9747263,0.0740207,47.9747834,270.0884022,1.9249119,0.0046281,43.8000007,-120.6305978,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7987591,0,115.1993914,-10.8893376,0,0,76.8164395,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9198809,90,1.5747168,788.6544047,0.0010001,332.2531784,0.0772013,2.5988821e6,10.5791,87.8996865,0.5,0.5232528,0.0027145
104.3494661,672.6070363,2052.6070363,-25.6342232,25.7062207,0.0326515,0.0901132,-48.9366037,0.0737699,48.9366593,270.0863709,1.9225978,0.0839897,43.8000007,-120.6306098,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7987985,0,115.1993914,-10.8893376,0,0,76.822443,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.14863,90,1.6580543,789.8884872,0.0010013,332.3036809,0.077144,2.6000017e6,10.5791,87.8996865,0.5,0.5234009,0.0027128
104.8494661,659.7940061,2039.7940061,-25.6178974,25.6931176,0.0320681,0.0321264,-49.9084013,0.0735185,49.9084554,270.0844006,1.9645927,0.0019361,43.8000007,-120.6306219,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7988379,0,115.1993914,-10.8893376,0,0,76.8151795,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9766648,90,1.741339,791.1217882,0.0010026,332.3541514,0.0770801,2.6008937e6,10.5791,87.8996865,0.5,0.5235208,0.0027117
105.3494661,646.9890659,2026.9890659,-25.6018634,25.6772046,0.0320539,0.033609,-50.8909396,0.0732664,50.8909923,270.0824872,1.9655607,0.0101052,43.8000007,-120.6306341,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7988773,0,115.1993914,-10.8893376,0,0,76.8154324,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9988955,90,1.8245711,792.3543105,0.0010038,332.4045901,0.0770203,2.6019097e6,10.5791,87.8996865,0.5,0.5236393,0.0027101
105.8494661,634.1921409,2014.1921409,-25.5858364,25.6616123,0.0320257,0.0395027,-51.8749831,0.073013,51.8750344,270.0806426,1.9706133,0.0231262,43.8000007,-120.6306464,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7989166,0,115.1993914,-10.8893376,0,0,76.815715,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0378117,90,1.9077511,793.5860613,0.0010051,332.4549972,0.0769606,2.6029231e6,10.5791,87.8996865,0.5,0.5237786,0.0027085
106.3494661,621.4032259,2001.4032259,-25.5698236,25.6465378,0.0319116,0.0319187,-52.8631804,0.0727586,52.8632305,270.0788594,1.9821764,6.7373594e-4,43.8000007,-120.6306587,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.798956,0,115.1993914,-10.8893376,0,0,76.8148579,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9874246,90,1.990879,794.8170411,0.0010064,332.5053727,0.0769005,2.6039141e6,10.5791,87.8996865,0.5,0.523917,0.002707
106.8494661,608.6223031,1988.6223031,-25.5538678,25.6306037,0.0325332,0.0325332,-53.8541844,0.0725033,53.8542332,270.0771366,1.9818395,2.2651748e-5,43.8000007,-120.630671,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7989953,0,115.1993914,-10.8893376,0,0,76.8200237,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9888892,90,2.073955,796.1037095,0.0010077,332.5557167,0.0768409,2.6050965e6,10.5791,87.8996865,0.5,0.5240507,0.0027053
107.3494661,595.8494358,1975.8494358,-25.5376012,25.6143868,0.0338966,0.142483,-54.8451069,0.072247,54.8451545,270.0754752,1.9818507,0.1383923,43.8000006,-120.6306834,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7990346,0,115.1993914,-10.8893376,0,0,76.8382977,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6293991,90,2.1569787,797.3965255,0.001009,332.6060291,0.0767876,2.6065092e6,10.5791,87.8996865,0.5,0.5241688,0.0027036
107.8494661,583.0848723,1963.0848723,-25.5206529,25.5922249,0.0333159,0.1022531,-55.8187332,0.07199,55.8187796,270.073895,1.9126546,0.0966734,43.8000006,-120.6306955,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7990738,0,115.1993914,-10.8893376,0,0,76.8307299,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1705549,90,2.2399483,798.6885011,0.0010103,332.6563087,0.0767217,2.6074804e6,10.5791,87.8996865,0.5,0.5242928,0.0027008
108.3494661,570.3287103,1950.3287103,-25.503995,25.5792738,0.0328802,0.0394261,-56.7871446,0.0717334,56.7871899,270.0723759,1.9609913,0.0217556,43.8000006,-120.6307076,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.799113,0,115.1993914,-10.8893376,0,0,76.8238143,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9115204,90,2.3228634,799.9796263,0.0010117,332.7065552,0.0766563,2.608459e6,10.5791,87.8996865,0.5,0.5244122,0.0026998
108.8494661,557.5808228,1937.5808228,-25.4875549,25.5620499,0.0330301,0.0333168,-57.7649208,0.0714774,57.764965,270.0708968,1.9501135,0.0043614,43.8000006,-120.6307198,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7991522,0,115.1993914,-10.8893376,0,0,76.8251574,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9457622,90,2.4057247,801.2699141,0.001013,332.7567691,0.0765952,2.6095745e6,10.5791,87.8996865,0.5,0.5245344,0.0026979
109.3494661,544.8411741,1924.8411741,-25.4710398,25.5454167,0.0331189,0.0396841,-58.7394323,0.0712213,58.7394755,270.0694709,1.9479328,0.0218623,43.8000006,-120.6307319,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7991914,0,115.1993914,-10.8893376,0,0,76.8263043,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8982419,90,2.4885324,802.5593679,0.0010143,332.8069506,0.0765341,2.6106833e6,10.5791,87.8996865,0.5,0.5246526,0.0026961
109.8494661,532.1097941,1912.1097941,-25.4544804,25.5280737,0.0332441,0.0659683,-59.7106659,0.0709655,59.7107081,270.0680954,1.9370017,0.0569794,43.8000006,-120.630744,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7992306,0,115.1993914,-10.8893376,0,0,76.8286227,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7964259,90,2.5712863,803.8479848,0.0010156,332.8570995,0.0764739,2.6118086e6,10.5791,87.8996865,0.5,0.52477,0.0026942
110.3494661,519.3867094,1899.3867094,-25.4378583,25.5093523,0.0329977,0.0330283,-60.6720443,0.0707101,60.6720855,270.0667752,1.908512,0.0014205,43.8000006,-120.630756,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7992697,0,115.1993914,-10.8893376,0,0,76.8258619,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9191147,90,2.6539864,805.1357621,0.001017,332.9072158,0.0764113,2.6128443e6,10.5791,87.8996865,0.5,0.5248846,0.002692
110.8494661,506.671905,1886.671905,-25.4213595,25.4929529,0.0330496,0.0561125,-61.6264778,0.0704554,61.6265181,270.0655043,1.9092222,0.0453468,43.8000006,-120.6307679,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7993088,0,115.1993914,-10.8893376,0,0,76.8272891,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7988952,90,2.7366326,806.4227012,0.0010183,332.9572994,0.0763509,2.6139479e6,10.5791,87.8996865,0.5,0.5250119,0.0026903
111.3494661,493.9653564,1873.9653564,-25.4048346,25.4747854,0.0328987,0.0425558,-62.5754205,0.0702019,62.5754599,270.0642787,1.8865488,0.0269939,43.8000006,-120.6307797,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7993479,0,115.1993914,-10.8893376,0,0,76.8260601,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9632074,90,2.8192252,807.7088048,0.0010196,333.0073505,0.0762895,2.6150029e6,10.5791,87.8996865,0.5,0.5251296,0.0026883
111.8494661,481.2670515,1861.2670515,-25.3883853,25.4593849,0.0328196,0.042988,-63.5220692,0.0699495,63.5221077,270.0630931,1.9000458,0.027764,43.8000006,-120.6307915,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7993869,0,115.1993914,-10.8893376,0,0,76.8257548,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9786392,90,2.9017642,808.994074,0.0010209,333.0573691,0.0762286,2.6160703e6,10.5791,87.8996865,0.5,0.525249,0.0026867
112.3494661,468.5769613,1848.5769613,-25.3719755,25.4440614,0.0329192,0.0734922,-64.4755625,0.0696981,64.4756002,270.0619368,1.9139278,0.0657072,43.8000006,-120.6308034,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.799426,0,115.1993914,-10.8893376,0,0,76.8283161,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0903776,90,2.9842498,810.2785117,0.0010222,333.1073553,0.0761694,2.6171833e6,10.5791,87.8996865,0.5,0.5253656,0.0026852
112.8494661,455.8950884,1835.8950884,-25.3555159,25.4301424,0.0333212,0.1329455,-65.4407398,0.0694474,65.4407766,270.0608037,1.9467814,0.128702,43.8000006,-120.6308154,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.799465,0,115.1993914,-10.8893376,0,0,76.8361882,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6217768,90,3.0666819,811.5621177,0.0010236,333.1573092,0.076113,2.6183835e6,10.5791,87.8996865,0.5,0.5254871,0.002684
113.3494661,443.2214957,1823.2214957,-25.3388553,25.4086822,0.0338227,0.1877166,-66.3980427,0.0691965,66.3980787,270.0597106,1.8824304,0.1846444,43.8000006,-120.6308273,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7995039,0,115.1993914,-10.8893376,0,0,76.8473096,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4134958,90,3.1490603,812.8448856,0.0010249,333.2072305,0.0760584,2.6196359e6,10.5791,87.8996865,0.5,0.5256037,0.0026813
113.8494661,430.5562959,1810.5562959,-25.3219439,25.38514,0.0316236,0.0560404,-67.3161773,0.0689459,67.3162126,270.0586829,1.7901082,0.0462652,43.8000006,-120.6308388,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7995429,0,115.1993914,-10.8893376,0,0,76.8181055,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6778068,90,3.2313841,814.126804,0.0010262,333.2571188,0.075984,2.6201976e6,10.5791,87.8996865,0.5,0.5257221,0.0026782
114.3494661,417.8992769,1797.8992769,-25.3061321,25.3677458,0.0329017,0.1523538,-68.2054482,0.0686977,68.2054828,270.0577093,1.7669756,0.1487588,43.8000006,-120.6308498,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7995818,0,115.1993914,-10.8893376,0,0,76.83677,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1567032,90,3.3136547,815.4078944,0.0010275,333.3069747,0.0759334,2.6215722e6,10.5791,87.8996865,0.5,0.5258382,0.0026762
114.8494661,405.2503235,1785.2503235,-25.2896813,25.3566277,0.0323264,0.1348368,-69.1075308,0.0684528,69.1075647,270.0567529,1.8413549,0.1309045,43.8000006,-120.6308611,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7996207,0,115.1993914,-10.8893376,0,0,76.8304964,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1849206,90,3.3958729,816.6881684,0.0010288,333.356799,0.0758707,2.6225183e6,10.5791,87.8996865,0.5,0.5259582,0.0026755
115.3494661,392.6095237,1772.6095237,-25.2735181,25.3453473,0.0315491,0.0761302,-70.0445713,0.0682099,70.0446045,270.055795,1.9068072,0.0692853,43.8000006,-120.6308728,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7996596,0,115.1993914,-10.8893376,0,0,76.8196408,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0917647,90,3.4780381,817.9676172,0.0010301,333.4065911,0.0758059,2.6233828e6,10.5791,87.8996865,0.5,0.526079,0.0026748
115.8494661,379.9767083,1759.9767083,-25.2577435,25.3322489,0.0314348,0.0392525,-71.0066355,0.067967,71.006668,270.054843,1.9414498,0.0235077,43.8000006,-120.6308848,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7996984,0,115.1993914,-10.8893376,0,0,76.8171385,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8878841,90,3.5601514,819.2462578,0.0010314,333.4563517,0.0757454,2.6243867e6,10.5791,87.8996865,0.5,0.5261966,0.0026737
116.3494661,367.3517659,1747.3517659,-25.2420261,25.3156791,0.0339841,0.2192448,-71.9744219,0.0677227,71.9744538,270.0539112,1.929696,0.2165949,43.8000006,-120.6308968,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7997373,0,115.1993914,-10.8893376,0,0,76.8562948,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4925019,90,3.6422135,820.5241015,0.0010327,333.5060814,0.0757057,2.6260991e6,10.5791,87.8996865,0.5,0.5263347,0.0026719
116.8494661,354.7350008,1734.7350008,-25.2250341,25.3072275,0.0310232,0.0886931,-72.9663442,0.0674772,72.9663754,270.0529855,2.0379934,0.0830904,43.8000006,-120.6309092,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7997761,0,115.1993914,-10.8893376,0,0,76.8171989,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2580145,90,3.7242225,821.8011176,0.001034,333.5557788,0.0756275,2.6264713e6,10.5791,87.8996865,0.5,0.5264563,0.0026718
117.3494661,342.1263617,1722.1263617,-25.2095225,25.2951479,0.0308808,0.0367048,-73.9957272,0.0672295,73.9957578,270.0520566,2.0795386,0.0198399,43.8000006,-120.630922,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7998148,0,115.1993914,-10.8893376,0,0,76.8135502,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0354656,90,3.8061786,823.0773111,0.0010353,333.6054443,0.075567,2.627446e6,10.5791,87.8996865,0.5,0.5265746,0.0026709
117.8494661,329.5254605,1709.5254605,-25.1940821,25.2789457,0.0320935,0.1463677,-75.0330165,0.066978,75.0330464,270.0511449,2.0696187,0.1428059,43.8000006,-120.6309349,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7998536,0,115.1993914,-10.8893376,0,0,76.8310247,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7104703,90,3.8880845,824.3527215,0.0010366,333.6550792,0.075517,2.6287789e6,10.5791,87.8996865,0.5,0.5266911,0.0026691
118.3494661,316.9324311,1696.9324311,-25.1780354,25.2572036,0.0311779,0.0885443,-76.0499751,0.0667233,76.0500044,270.0502691,1.9982158,0.0828736,43.8000006,-120.6309476,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7998923,0,115.1993914,-10.8893376,0,0,76.8193333,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2172527,90,3.9699392,825.6273351,0.0010379,333.7046832,0.0754529,2.6296097e6,10.5791,87.8996865,0.5,0.5268298,0.0026662
118.8494661,304.3473107,1684.3473107,-25.1624464,25.2449776,0.0308501,0.0309972,-77.0594422,0.066467,77.0594708,270.04942,2.0396526,0.0030159,43.8000006,-120.6309602,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.799931,0,115.1993914,-10.8893376,0,0,76.8141466,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0541516,90,4.0517425,826.9011483,0.0010392,333.7542559,0.0753921,2.6305486e6,10.5791,87.8996865,0.001,0.5269754,0.0026653
118.8504661,304.3221482,1684.3221482,-25.1624156,25.2449471,74.3745141,74.3745305,-77.0614818,0.0664664,77.0615105,270.0494183,2.0396556,0.0494236,43.8000006,-120.6309602,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7999311,0,115.1993914,-10.8893376,0,0,657.7211881,227.4484824,0,227.4484824,0,227.4484824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0552147,90,4.051906,826.9036951,0.0010392,333.7543551,0.075392,2.6305507e6,10.5791,87.8996865,0.0134455,0.5272598,0.0026653
118.8639116,303.9905506,1683.9905506,-24.1624158,24.248407,67.8196513,67.8197969,-77.0889104,0.0664597,77.088939,270.0493957,2.0403198,0.140555,43.8000006,-120.6309605,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7999321,0,115.1993914,-10.8893376,0,0,606.5036773,227.4484824,0,227.4484824,0,227.4484824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0848632,90,4.0540614,826.937258,0.0010392,333.7556612,0.0723956,2.5260791e6,10.5791,87.8996865,0.014745,0.5275219,0.0025607
118.8786565,303.6416493,1683.6416493,-23.162418,23.2522896,61.530527,61.5309512,-77.1190101,0.0664526,77.1190387,270.0493711,2.0423922,0.2284874,43.8000006,-120.6309609,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7999332,0,115.1993914,-10.8893376,0,0,557.3635808,227.4484824,0,227.4484824,0,227.4484824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1173773,90,4.0563293,826.9725723,0.0010393,333.7570355,0.0693994,2.4216101e6,10.5791,87.8996865,0.016252,0.5276732,0.0024562
118.8949085,303.27334,1683.27334,-22.1624249,22.2566759,55.5071862,55.5080703,-77.1522332,0.0664451,77.1522618,270.0493443,2.0461055,0.313292,43.8000006,-120.6309613,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7999343,0,115.1993914,-10.8893376,0,0,510.301412,227.4484824,0,227.4484824,0,227.4484824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1532145,90,4.0587233,827.0098511,0.0010393,333.7584863,0.0664034,2.3171453e6,10.5791,87.8996865,0.0180154,0.5277974,0.0023518
118.9129239,302.8830827,1682.8830827,-21.1624408,21.2616692,49.7492124,49.7502185,-77.1891454,0.0664371,77.189174,270.0493148,2.0517495,0.3164005,43.8000006,-120.6309618,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7999355,0,115.1993914,-10.8893376,0,0,465.3104305,227.4484824,0,227.4484824,0,227.4484824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1649826,90,4.06126,827.0493513,0.0010393,333.7600235,0.0634071,2.2126694e6,10.5791,87.8996865,0.0201004,0.5279253,0.0022476
118.9330243,302.4677588,1682.4677588,-20.162461,20.2672309,44.2567111,44.2576395,-77.2304504,0.0664286,77.2304789,270.0492821,2.0581092,0.2866665,43.8000006,-120.6309623,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7999368,0,115.1993914,-10.8893376,0,0,422.3924656,227.4484824,0,227.4484824,0,227.4484824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1658238,90,4.0639596,827.0913886,0.0010394,333.7616595,0.0604106,2.1081854e6,10.5791,87.8996865,0.022595,0.5280477,0.0021434
118.9556193,302.0234859,1682.0234859,-19.162482,19.2733815,39.0298327,39.0306711,-77.2770265,0.0664195,77.277055,270.0492457,2.0645864,0.2558324,43.8000006,-120.6309629,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7999382,0,115.1993914,-10.8893376,0,0,381.5499519,227.4484824,0,227.4484824,0,227.4484824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1657754,90,4.0668473,827.1363561,0.0010394,333.7634095,0.0574142,2.0036987e6,10.5791,87.8996865,0.0256209,0.5281775,0.0020394
118.9812402,301.5453365,1681.5453365,-18.1625035,18.2802122,34.068559,34.0692584,-77.3300069,0.0664098,77.3300354,270.0492047,2.0711411,0.2183056,43.8000006,-120.6309635,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7999397,0,115.1993914,-10.8893376,0,0,342.7825298,227.4484824,0,227.4484824,0,227.4484824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1623158,90,4.0699553,827.1847523,0.0010395,333.7652929,0.0544177,1.8992078e6,10.5791,87.8996865,0.029352,0.5283007,0.0019355
119.0105921,301.0269068,1681.0269068,-17.162524,17.2878119,29.3729734,29.3735819,-77.3908931,0.0663992,77.3909215,270.0491581,2.0775487,0.189076,43.8000006,-120.6309643,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.7999413,0,115.1993914,-10.8893376,0,0,306.0914594,227.4484824,0,227.4484824,0,227.4484824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1611786,90,4.0733251,827.2372256,0.0010395,333.767335,0.0514212,1.794716e6,10.5791,87.8996865,0.0340442,0.5284573,0.0018318
119.0446363,300.4596442,1680.4596442,-16.1625447,16.2963446,24.9431215,24.9437276,-77.4617311,0.0663876,77.4617595,270.0491046,2.0839856,0.1738782,43.8000006,-120.6309652,NaN,NaN,NaN,NaN,56.1358835,89.9179955,7813.8054638,2032.0832,2.1487638,0.0225998,9.799943,0,115.1993914,-10.8893376,0,0,271.4772999,227.4484824,0,227.4484824,0,227.4484824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1656657,90,4.0770123,827.2946416,0.0010396,333.7695695,0.0484249,1.690225e6,10.5791,87.8996865,0.0400902,0.528577,0.0017282
