# Time [s],# Altitude [m],# Height [m AGL],# Velocity [m/s],# Acceleration [m/s^2],# Commanded Angle [deg],# Flight Phase [int enum],# Approximate Drag Force [N],# Expected Drag Force [N],# Target Velocity [m/s],# Velocity Error [m/s
194.3220,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.3680,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.4140,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.4600,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.5060,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.5520,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.5980,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.6440,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.6940,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.7400,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.7860,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.8320,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.8780,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.9240,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
194.9690,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.0190,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.0660,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.1120,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.1580,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.2040,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.2500,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.2960,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.3570,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.4020,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.4480,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.4940,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.5400,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.5860,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.6320,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.6800,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.7270,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.7730,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.8190,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.8650,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.9110,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
195.9570,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.0020,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.0520,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.0980,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.1450,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.1910,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.2370,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.2830,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.3290,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.3790,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.4250,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.4710,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.5170,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.5630,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.6090,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.6550,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.7050,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.7510,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.7980,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.8440,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.8900,1380.00,0.00,-189.62,-0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.9360,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
196.9820,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.0310,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.0770,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.1220,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.1690,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.2150,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.2610,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.3070,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.3530,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.4030,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.4480,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.4950,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.5400,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.5890,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.6350,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.6810,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.7300,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.7760,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.8220,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.8670,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.9120,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
197.9580,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.0020,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.0510,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.0970,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.1430,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.1870,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.2330,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.2790,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.3240,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.3740,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.4200,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.4660,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.5120,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.5580,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.6030,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.6500,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.6950,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.7440,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.7910,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.8370,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.8830,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.9290,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
198.9740,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.0210,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.0690,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.1160,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.1620,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.2080,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.2540,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.3000,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.3450,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.3950,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.4410,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.4860,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.5310,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.5780,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.6240,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.6710,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.7160,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.7660,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.8110,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.8580,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.9030,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.9500,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
199.9950,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.0420,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.0910,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.1370,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.1830,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.2290,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.2750,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.3210,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.3670,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.4160,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.4620,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.5080,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.5540,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.6000,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.6450,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.6910,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.7380,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.7870,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.8330,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.8790,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.9250,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
200.9700,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.0150,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.0610,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.1100,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.1570,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.2030,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.2490,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.2950,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.3400,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.3870,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.4360,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.4820,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.5280,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.5730,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.6200,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.6660,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.7120,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.7590,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.8080,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.8550,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.9010,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.9470,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
201.9920,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.0390,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.0850,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.1340,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.1790,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.2260,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.2720,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.3180,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.3640,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.4090,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.4580,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.5050,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.5510,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.5970,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.6430,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.6890,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.7350,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.7810,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.8300,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.8770,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.9230,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
202.9690,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.0150,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.0600,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.1120,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.1600,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.2060,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.2520,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.2980,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.3440,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.3900,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.4350,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.4840,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.5290,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.5730,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.6190,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.6650,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.7110,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.7560,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.8040,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.8500,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.8960,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
203.9430,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.0170,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.2740,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.4560,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.5020,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.5510,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.5970,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.6430,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.6890,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.7340,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.7810,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.8270,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.8760,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.9220,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
204.9680,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.0130,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.0590,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.1050,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.1510,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.2000,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.2450,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.2900,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.3360,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.3830,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.4280,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.4730,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.5190,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.5690,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.6150,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.6600,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.7060,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.7520,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.7990,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.8440,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.8940,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.9410,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
205.9870,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.0320,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.0780,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.1250,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.1710,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.2200,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.2660,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.3110,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.3570,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.4020,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.4470,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.4920,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.5400,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.5890,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.6350,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.6810,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.7250,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.7700,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.8160,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.8620,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.9110,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
206.9580,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.0040,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.0500,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.0950,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.1410,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.1880,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.2360,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.2810,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.3280,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.3740,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.4200,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.4660,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.5110,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.5580,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.6070,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.6540,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.7010,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.7480,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.7940,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.8400,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.8850,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.9350,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
207.9800,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
208.0260,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
208.0730,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
208.1190,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
208.1650,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
208.2100,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
208.2600,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
208.3060,1380.00,0.00,-189.62,0.00,8.86,5,-226.41,226.41,7.11,-11.07
